imdb_name_id,name,date_of_birth,amount of movies,gender
nm1059283,Carmine Recano,1980,1,actor
nm1349686,Razvan Baciu,,1,actor
nm1644335,Alina Croitoru,,1,actress
nm3101443,Remi Aquino,,1,actress
nm2332312,Erik Argenti,,1,actor
nm0004741,Camilla Belle,1986,11,actress
nm0090196,Lee Boardman,1972,1,actor
nm0935541,Mary Elizabeth Winstead,1984,11,actress
nm0581365,Ryan Merriman,1983,9,actor
nm0029391,Michelle Ang,1983,3,actress
nm0112662,Christopher Brougham,,1,actor
nm1314276,Anna Ferruzzo,,1,actress
nm0356625,Annika Hallin,1968,1,actress
nm1328066,Anuchit Sapanpong,,2,actor
nm1644132,Adul Dulyarat,,1,actor
nm1438211,Mariya Zvonaryova,1974,1,actress
nm1641293,Maria Ylipää,1981,3,actress
nm1716909,Miroslav Krobot,1951,5,actor
nm1662011,Morjana Alaoui,1983,7,actress
nm0099377,Matthieu Boujenah,1976,1,actor
nm1836946,Michelle Van Der Water,,1,actress
nm0590293,Natalia Millán,1969,1,actress
nm1517540,Rich Evans,,1,actor
nm1651350,Katherine Carpenter,,1,actress
nm1642639,Ariel Levy,1984,7,actor
nm1234642,Xenia Tostado,1981,1,actress
nm0002245,Tzi Ma,,4,actor
nm0931656,Scot Williams,1972,4,actor
nm0898597,Cerina Vincent,1979,7,actress
nm0474565,Oleg Kulikovich,1959,2,actor
nm1743005,Liya Medvedeva,,1,actress
nm0115930,Aaron Brumfield,1970,1,actor
nm1649882,Denis Nikiforov,,2,actor
nm0612571,Samantha Mumba,1983,2,actress
nm1952567,David Leon,1980,2,actor
nm1030823,Se-eun Lee,1980,1,actress
nm0910076,Lisa Ann Walter,1963,1,actress
nm0001748,Kurtwood Smith,1943,2,actor
nm0523590,Karyme Lozano,1978,1,actress
nm1387864,Juan Vidal,,1,actor
nm0006683,Vince Jolivette,1971,2,actor
nm1641239,Da-bin Jeong,1980,1,actress
nm1655925,Aishwarya Narkar,,1,actress
nm0677397,Seth Peterson,1970,3,actor
nm0035650,Carrie Armstrong,,1,actress
nm0045497,Conrad Bachmann,1932,1,actor
nm1070602,Franziska Weisz,1980,3,actress
nm0591352,Birgit Minichmayr,1977,7,actress
nm1653252,Nick Daley,,1,actor
nm1319070,Chris Heuisler,1979,1,actor
nm0538394,Aleksey Makarov,1972,1,actor
nm1650077,Marianne Feghali,,1,actress
nm1650072,Rawia Elchab,,1,actress
nm0328146,Erando González,,1,actor
nm0379877,Armando Hernández,,4,actor
nm0432380,Miranda July,1974,2,actress
nm1452476,Irina Leonova,1978,1,actress
nm1588798,Artyom Tkachenko,1982,4,actor
nm1268982,Vesela Kazakova,1977,2,actress
nm0087807,Assen Blatechki,1971,5,actor
nm1748093,Daniil Spivakovskiy,1969,2,actor
nm0179224,Barry Corbin,1940,8,actor
nm1213449,Amadu Mamadakov,1976,1,actor
nm1004211,Alana De La Garza,1976,1,actress
nm1641063,Han Sun Jo,1981,5,actor
nm0148516,Aleksey Serebryakov,1964,9,actor
nm0833213,Daniil Strakhov,1976,3,actor
nm0061891,Mary Bauer,,1,actress
nm1617685,Jennifer Hudson,1981,3,actress
nm1653380,Andreas Müller,,1,actor
nm1655471,Ilka Welz,,1,actress
nm1665871,Anna Tsuchiya,1984,2,actress
nm1106797,Livy Armstrong,,1,actor
nm1645196,Anthony Biggs,,1,actor
nm0092961,Sarah Bolger,1991,8,actress
nm1206317,Vicky Ahuja,,3,actor
nm1461130,Elena Babenko,1972,5,actress
nm0536476,Cassandra Magrath,,2,actress
nm1682614,Aleksandr Bukharov,1975,3,actor
nm1354491,Nader Boussandel,,3,actor
nm9537479,Ahmed Yehia,,1,actor
nm1577201,Grayce Wey,,1,actress
nm1136808,Lemar Knight,,1,actor
nm1097272,Aya Hirayama,1984,1,actress
nm0004797,Bruno Campos,1973,1,actor
nm1648591,George Elliot,,1,actor
nm0109863,Holly Brisley,1978,1,actress
nm1483867,Marshall Allman,1984,5,actor
nm0846700,Iraj Tahmasb,,5,actor
nm0962157,Javier Cárdenas,1970,1,actor
nm1596825,Carmen de Mairena,1933,1,actor
nm1338998,Robin Greenspan,,1,actress
nm0363527,Lacie Harmon,,1,actress
nm1001195,Emre Kinay,1970,2,actor
nm1281872,Sevket Çoruh,1973,6,actor
nm1655111,Julian Max Metter,,1,actor
nm1659012,Jay Lerner,,1,actor
nm1651315,Priyanka Kothari,1983,4,actress
nm0004861,Josie Davis,1973,1,actress
nm0080524,Mayim Bialik,1975,1,actress
nm1927360,Sandro Iannotta,1998,1,actor
nm1358539,Jennifer Carpenter,1979,8,actress
nm1649780,Yitian Hai,,1,actor
nm1654756,Bahram Ebrahimi,,1,actor
nm1130610,Darlan Cunha,1988,2,actor
nm1785445,Sophia Reis,1988,1,actress
nm0224821,Maimouna Hélène Diarra,,1,actress
nm0005350,Simon Rex,1974,5,actor
nm0814171,Byung-ho Son,1962,4,actor
nm1143088,Cyndi Williams,,1,actress
nm1156891,Kenneth Wayne Bradley,1963,1,actor
nm1651290,Allen Wagner,,1,actor
nm1650223,Judy Wagner,,1,actress
nm0584352,Gordon Michaels,,1,actor
nm0215015,Nicole DeHuff,1975,1,actress
nm0071275,André Benjamin,1975,3,actor
nm0092216,Big Boi,1975,2,actor
nm1226448,Neha Dhupia,1980,10,actress
nm1650218,Nami Tsukamoto,1979,1,actress
nm1471547,Mahnaz Afshar,1977,25,actress
nm1331627,Conor Donovan,,1,actor
nm1028466,Jesse Camacho,1991,1,actor
nm1945348,Roméo Botzaris,1997,1,actor
nm2190654,Joseph Bellerose,,1,actor
nm0398185,Peter Howitt,1957,1,actor
nm0307726,Kelli Garner,1984,2,actress
nm0767741,Tom Savini,1946,4,actor
nm1677666,Daniel Maclagan,,1,actor
nm0696169,Brian Presley,1977,5,actor
nm0255309,Kiko Ellsworth,1973,1,actor
nm0379157,Jimmy Herman,1940,1,actor
nm1706832,Christopher Denham,,4,actor
nm0437283,Christian Kane,1972,4,actor
nm1017414,Steven Robertson,1980,1,actor
nm1716923,Mathis Landwehr,1980,1,actor
nm1717448,Volkram Zschiesche,,2,actor
nm1653211,Jack Anthony,1982,1,actor
nm1662725,Christian Schoyen,1966,1,actor
nm0699756,Vittoria Puccini,1979,6,actress
nm0452825,Nana Kiknadze,,1,actress
nm2360274,John Schuk,,1,actor
nm2316431,David Dempster,,1,actor
nm1880195,Frédéric Bélanger,,1,actor
nm1125407,Christian Brisson-Dargis,,1,actor
nm1357477,Randy Wayne,1981,12,actor
nm1197021,Ben Ziff,1983,1,actor
nm1662547,Amber Moelter,1980,1,actress
nm1636956,Tom Wontner,1971,1,actor
nm1665766,Lyudmila Motornaya,,1,actress
nm1667080,Vyacheslav Batrakov,,1,actor
nm1662359,Rüçhan Çaliskur,1947,3,actress
nm1662323,Ridvan Yagci,,1,actor
nm1441520,Sarah Kim Gries,1990,3,actress
nm0656335,Sam Page,1976,2,actor
nm0009716,Kirk Acevedo,1971,1,actor
nm1375877,Juan Minujín,1975,3,actor
nm2079324,Stephan D. Gill,,2,actor
nm2076421,Marlon Pfeiffer,,1,actor
nm2400035,Marli Bortoletto,,3,actress
nm1425059,Steffany Huckaby,1974,2,actress
nm1247524,Melanie Lewis,,1,actress
nm0934008,Reno Wilson,1969,3,actor
nm0696264,Dennis T. Carnegie,,1,actor
nm1675203,Léo Legrand,1995,1,actor
nm0395972,Mari Hoshino,1981,2,actress
nm0809049,Lauren Lee Smith,1980,2,actress
nm1807350,David Castro,1996,2,actor
nm0758190,Nicolas Salgado,1992,1,actor
nm1664532,Craig Henderson,,1,actor
nm1419498,Sandon Berg,,1,actor
nm1071164,Joel Bryant,,2,actor
nm1301306,Kai Michael Müller,1991,2,actor
nm1271829,Willi Gerk,1990,1,actor
nm1773537,Mirka Vasiljevic,1990,1,actress
nm0755663,Marty Sader,,1,actor
nm1671398,Laura Keys,,1,actress
nm1168838,Larry Cashion,1969,1,actor
nm0364280,Jay Harrington,1971,1,actor
nm0159907,Stine Fischer Christensen,1985,4,actress
nm1675669,Kristi Casey,,1,actress
nm2718030,David Robert Weber,,1,actor
nm0178865,Brandi Coppock,,1,actress
nm1399770,David Dencik,1974,9,actor
nm0684877,Billie Piper,1982,5,actress
nm0785800,Riccardo Serventi Longhi,,1,actor
nm1671580,Lihle Mvelase,,1,actress
nm0892157,Sanja Vejnovic,1961,1,actress
nm1703032,Talat Zakariyya,1960,2,actor
nm0641177,Mark O'Halloran,,1,actor
nm0463122,Petra Morzé,1964,1,actress
nm0011775,Ghadah Adel,,9,actress
nm0291881,Daniel Franzese,1978,2,actor
nm1305070,Disiz,1978,1,actor
nm1628471,Susanne Hausschmid,,1,actress
nm1671231,Bethany Fisher,1992,1,actress
nm1048068,Livian Aragão,1999,3,actress
nm1239895,Amanda Troop,,1,actress
nm0683253,Rosamund Pike,1979,17,actress
nm1457826,Paul Anthony,1975,2,actor
nm1669827,Pierre Chatagny,1981,1,actor
nm0468085,Natacha Koutchoumov,1975,3,actress
nm0931736,Steven Williams,1949,1,actor
nm1554569,Ryan Deal,1982,2,actor
nm1377431,Carrie Finklea,1988,2,actress
nm1670311,Shingo Kubota,,1,actor
nm0847061,Kan Takagi,,1,actor
nm0019562,Bozidar Alic,1954,1,actor
nm1759249,Anton Lundqvist,1989,2,actor
nm1758559,Jesper Adefelt,1989,1,actor
nm2043234,Khalid Abdalla,1980,3,actor
nm2520301,Ahmad Khan Mahmoodzada,1997,1,actor
nm0536883,Sean Maher,1975,3,actor
nm0628120,Jaime Ray Newman,1978,2,actress
nm1078479,John Cena,1977,8,actor
nm1023018,Kelly Carlson,1976,1,actress
nm1465817,Thijs Römer,1978,4,actor
nm0253108,Tara Elders,1980,1,actress
nm1380653,Chet Lam,1976,1,actor
nm9023068,Jan Lam,,1,actor
nm1668634,Prakash Kovelamudi,1975,1,actor
nm1687435,Kidiraliev Dogdurbek,,1,actor
nm3980924,Erke Dzhumakmatova,,1,actress
nm1149779,Daria Lorenci,1976,3,actress
nm1102141,Filip Rados,1958,1,actor
nm0588829,Lior Miller,1972,1,actor
nm0415103,Tiara Jacquelina,1967,1,actress
nm0621863,M. Nasir,1957,1,actor
nm1592170,Jürgen Höhne,1936,1,actor
nm1671299,Jasmin Harnau,,1,actress
nm1040234,Vassilis Haralambopoulos,1970,3,actor
nm1049934,Gonzalo Heredia,1982,2,actor
nm0438729,Yelena Karadzhova,,1,actress
nm0441305,Yuriy Katin-Yartsev,1921,1,actor
nm0226619,Franjo Dijak,1977,4,actor
nm1252068,Oh-jung Kwon,1971,1,actor
nm0880518,Kostja Ullmann,1984,5,actor
nm0270756,António Feio,1954,2,actor
nm0245346,Dino Dvornik,1964,1,actor
nm0904415,Mladen Vulic,1969,1,actor
nm0644521,Issei Ogata,1952,2,actor
nm3009232,Ezra Miller,1992,4,actor
nm4446467,Tye Sheridan,1996,9,actor
nm0093589,Matt Bomer,1977,5,actor
nm0246189,Marian Dziedziel,1947,9,actor
nm0033851,Tamara Arciuch,1975,1,actress
nm0324188,Mónica Godoy,1976,1,actress
nm0659544,Archie Panjabi,1972,1,actress
nm0785992,Renu Setna,,1,actor
nm1675839,Claudine Mercier,1961,1,actress
nm0734415,Manuel Rodal,,1,actor
nm1497755,Juan Villegas,,1,actor
nm1707877,Walter Donado,,1,actor
nm0429363,Toby Jones,1966,5,actor
nm1683092,Tony Yo-ning Yang,1982,3,actor
nm1285102,Duncan Lai,1978,2,actor
nm0453467,Ho-jung Kim,1968,2,actress
nm1511876,Seo-hee Jang,1971,1,actress
nm1682723,Abdul Ghani,,1,actor
nm1678906,Jawan Mard Homayoun,,1,actor
nm1426662,Shami Kaiser,,1,actress
nm2246581,Kharl Anton Leigh,,1,actor
nm1689436,Sapphire Blossom,,1,actress
nm1693309,Christian Byers,1993,1,actor
nm0873619,Bastian Trost,1974,2,actor
nm0623854,Mehdi Nebbou,1971,5,actor
nm1705301,Marco Grieco,1995,1,actor
nm1671769,Shaila Vaidya,1982,1,actress
nm1128332,Robert McAtee,1972,2,actor
nm1679452,Nicolas Vaporidis,1981,6,actor
nm1679593,Manuela Borlotti,,1,actress
nm0962345,Aleksey Panin,1977,1,actor
nm1282927,Dmitriy Dyuzhev,1978,5,actor
nm1192206,Christine Cowden,1980,2,actress
nm6440840,Eli James,,1,actor
nm1312575,Olivia Wilde,1984,10,actress
nm1360047,Daniel Küblböck,1985,1,actor
nm0359623,Taylor Handley,1984,3,actor
nm1400940,Dustin Seavey,,1,actor
nm0049346,Patrick Baladi,1971,3,actor
nm1703525,Emily Stoltzfus,,1,actress
nm1702502,Jeremy Glickstein,1975,1,actor
nm0005057,Amy Jo Johnson,1970,3,actress
nm0944702,Xzibit,1974,1,actor
nm1921479,Florian Bartholomäi,1987,5,actor
nm0734310,Falk Rockstroh,1958,1,actor
nm1670029,Rupert Friend,1981,8,actor
nm2066764,Alexander Wraith,1979,2,actor
nm1408932,Gail Kim,1977,1,actress
nm1591394,Danny Alexander,,1,actor
nm1446060,Hunter Parrish,1987,2,actor
nm1248935,Pablo Puyol,1975,2,actor
nm0690514,Mercè Pons,1966,1,actress
nm0259472,Altan Erkekli,1955,6,actor
nm1031569,Özgü Namal,1978,6,actress
nm2011414,Devadarshini Chetan,,4,actress
nm0698346,Emily Procter,1968,2,actress
nm1296762,Macarena Gómez,1978,4,actress
nm1708668,Mira Billotte,,1,actress
nm0806002,Paul Sloan,1970,2,actor
nm1926211,Ignacio Rogers,,3,actor
nm1700727,Eben Gordon,,1,actor
nm0604344,Rob Moretti,1971,3,actor
nm0010244,Sergio Acosta,,1,actor
nm1748444,Gizeht Galatea,,1,actress
nm1698929,Johan Libéreau,1984,3,actor
nm0836684,Salomé Stévenin,1985,1,actress
nm0305331,Léa Garcia,1933,1,actress
nm0526859,Kathleen Luong,1976,1,actress
nm1669688,Hajjaj Abdul Azim,,1,actor
nm0262543,Art Evans,1942,2,actor
nm0435074,Khalil Kain,1964,1,actor
nm1705648,Katy Haywood,,1,actress
nm1701652,Ken Byrnes,,1,actor
nm1703242,Luchino Fujisaki,1981,1,actress
nm1702601,Yoshiichi Kawada,,1,actor
nm0601376,Joel David Moore,1977,5,actor
nm1699691,Chuck Hartsell,,1,actor
nm1808013,Michael Shelton,,1,actor
nm0476510,Perran Kutman,1949,1,actress
nm0389581,Michael Hogan,,2,actor
nm1699257,Vildan Atasever,1981,4,actress
nm1353748,Paul Campbell,1979,4,actor
nm0557733,Christopher Masterson,1980,3,actor
nm0960912,Lyndsy Fonseca,1987,4,actress
nm0292302,Jolanta Fraszynska,1968,2,actress
nm0014472,Sayaka Aida,1975,1,actress
nm1432852,Ahmed Ezz,1971,13,actor
nm1703466,Eva Rexed,1975,2,actress
nm1279379,Sven Garrett,1973,1,actor
nm1711645,Brian Maya,1977,1,actor
nm1707862,Matías Desiderio,,1,actor
nm0087992,Filip Blazek,1973,3,actor
nm2209355,Marie Dolezalová,1987,1,actress
nm0197301,Yûko Daike,1971,1,actress
nm1714749,Filip Capka,1974,2,actor
nm1700692,Charly Dere,,1,actor
nm1698746,Marcel Doukas,,1,actor
nm1364532,Ryan Simpkins,1998,4,actress
nm1702381,Taishen Cheng,1968,2,actor
nm0948230,Jomari Yllana,,1,actor
nm1246401,Richard Gutierrez,1984,3,actor
nm1699650,Rúbia Rafaelle da Silva,,1,actress
nm0106549,Laura Breckenridge,1983,3,actress
nm1924917,Gol-Ghotai,,1,actress
nm1705553,Zahed,,1,actor
nm1517134,Jin-Seo Yoon,1983,5,actress
nm0403374,Makram Khoury,1945,1,actor
nm1025366,Tetsuji Tamayama,1980,5,actor
nm0188888,Nathan Crooker,1980,1,actor
nm1703410,Josefin Neldén,1984,2,actress
nm1705798,Cecilia Wallin,1985,1,actress
nm0558476,Marie Matheron,,1,actress
nm1065316,Rhett Giles,1973,6,actor
nm0624608,Andreas Beckett,1969,2,actor
nm1101485,Ian Michaels,,1,actor
nm1336973,Christina Mauro,1971,2,actress
nm0484005,Alexandra Lamy,1971,17,actress
nm1165901,Seung-Yun Lee,1968,1,actress
nm1030819,Hee Jae,1980,2,actor
nm1714615,Yadollah Anvari,,1,actor
nm1714893,Abbas Esfandiari,,1,actor
nm1428198,Laila Boonyasak,1982,4,actress
nm1717295,Krit Sripoomseth,,1,actor
nm1327219,Adrien Jolivet,1981,3,actor
nm1449195,Mhamed Arezki,,1,actor
nm0741675,Shiva Rose,1969,1,actress
nm2002774,Elryan de Vera,,1,actor
nm0274957,Angie Ferro,,1,actress
nm0544882,Gabriel Marantz,,1,actor
nm1738155,Corby Griesenbeck,,1,actor
nm0190214,Luciano Cruz-Coke,1970,2,actor
nm0736145,Viviana Rodríguez,1970,2,actress
nm1714787,Milton 'Santo' Coelho,,1,actor
nm1714874,Soran Ebrahim,,1,actor
nm1716931,Avaz Latif,,1,actress
nm1645275,Jue Huang,1975,5,actor
nm1716885,Moa Khouas,,1,actor
nm0824220,Peter Stebbings,1971,3,actor
nm0893116,Ingrid Veninger,1970,1,actress
nm0508412,Haibin Li,,1,actor
nm0785517,Diego Serrano,1973,1,actor
nm1714018,Kim Frank,1982,1,actor
nm0117623,Oliver Bröcker,1977,1,actor
nm1476369,Moussa Cissé,,1,actor
nm0664169,Georgette Paré,,1,actress
nm1717645,Serena Orrego,,1,actress
nm1717233,Rick Scheideman,,1,actor
nm1715167,Diana Bespechni,,1,actress
nm1175014,Flavio Bauraqui,1966,3,actor
nm1714968,Soo Go,1978,8,actor
nm1721807,Jason Allen,,1,actor
nm1717079,Vincenzo Pacilli,,1,actor
nm1717712,Giovanna Ribera,,1,actress
nm1729506,Bijan Daneshmand,1958,1,actor
nm1669965,Alaa Waley El Din,1963,2,actor
nm1064823,Cayden Boyd,1994,2,actor
nm0015141,Erdinç Akbas,1945,2,actor
nm1728190,Eda Akyüz,,1,actress
nm0004826,Helena Christensen,1968,1,actress
nm0283945,Dan Fogler,1976,5,actor
nm1726919,Mamdouh Abd El Aleem,1956,2,actor
nm0442066,Adam Kaufman,,2,actor
nm0067768,Jordan Belfi,1978,7,actor
nm0296870,Jeridan Frye,1977,1,actress
nm1292195,Molly Fix,,1,actress
nm0242617,Jeremy Dunn,1979,1,actor
nm1052666,Will Janowitz,1980,1,actor
nm1494493,Ipek Tuzcuoglu,1971,1,actress
nm1699619,Ece Uslu,1974,1,actress
nm1726920,Damon Abdallah,,1,actor
nm1732346,Brooke Bailey,,1,actress
nm1772659,Micky Skeel Hansen,1988,1,actor
nm1935952,Jördis Triebel,1977,4,actress
nm0005433,Jessica Simpson,1980,3,actress
nm1728784,Mounia Osfour,,1,actress
nm3154529,Rosetta Harris Armstrong,,1,actress
nm0036537,Lisa Arnold,,1,actress
nm0944598,Derek Barbosa,1974,1,actor
nm1727188,Feridun Düzagaç,1968,1,actor
nm3856588,Steven Zakari,1989,1,actor
nm0287168,Marlene Forte,,1,actress
nm1732318,Murat Yildirim,1979,5,actor
nm1204652,Okan Yalabik,1978,1,actor
nm0252640,Ahmad El-Fishawi,1980,4,actor
nm1523862,Rania Kurdi,,1,actress
nm0116036,Lars Brunborg,1952,1,actor
nm1930614,Tobias Bøksle,,1,actor
nm0194900,Nicholas D'Agosto,1980,5,actor
nm0924604,Cheryl White,,1,actress
nm0883769,Stefan Valdobrev,1970,1,actor
nm0068622,Rachael Bella,1984,1,actress
nm1728729,Chisato Morishita,1981,1,actress
nm0310698,Yash Gawli,1998,1,actor
nm1732344,Miki Asakura,,1,actress
nm1728486,Fumina Hara,,2,actress
nm0836432,Tom Sturridge,1985,3,actor
nm1274702,Robert W. Arbogast,,1,actor
nm1552290,Ari Tinnen,1980,1,actress
nm1223023,Nikki Reed,1988,8,actress
nm0271070,Krystyna Feldman,1916,1,actress
nm0304097,Roman Gancarczyk,1964,1,actor
nm0113916,Joshua David Brown,1977,1,actor
nm0001474,Tommy 'Tiny' Lister,1958,3,actor
nm1738477,Mille Dinesen,1974,3,actress
nm0433935,Lars Kaalund,1964,2,actor
nm1284379,Ferhan Sensoy,1951,4,actor
nm0654863,Rasim Öztekin,,3,actor
nm0226784,Deena Dill,1970,1,actress
nm1728072,Phillip Vaden,,2,actor
nm0005297,Marnette Patterson,1980,2,actress
nm1459357,Marinela Dekic,,1,actress
nm1282801,Asuman Dabak,1970,2,actress
nm0585788,Louise Mieritz,1971,3,actress
nm1725847,Ron Allen,,1,actor
nm1348259,Cornell S. Thomas,,1,actor
nm0770907,Udo Schenk,1953,1,actor
nm0563501,Marcelo Mazzarello,1965,2,actor
nm1036128,Daniel Topino,,1,actor
nm1832562,Daniel Cariaga,,1,actor
nm1066870,Kimberly-Rose Wolter,,1,actress
nm1728792,Padmapriya,,3,actress
nm0927240,Robert Wieckiewicz,1967,17,actor
nm1871889,Józef Paleczka,,1,actor
nm1741362,Alan Rees,,1,actor
nm1170101,Johanna Troell,1983,1,actress
nm1732368,Jessica Bohl,,1,actress
nm0116054,Richard Brundage,,2,actor
nm1126340,Ryûnosuke Kamiki,1993,17,actor
nm1816209,Curtis Morgan,,1,actor
nm1931277,Zan Calabretta,1977,1,actor
nm0349522,Javier Gutiérrez,1971,15,actor
nm0412495,Guillermo Iván,,2,actor
nm1001435,Juan Pablo Medina,1977,2,actor
nm2273079,Xiaoran Li,1976,2,actress
nm0670350,Filip Peeters,1962,3,actor
nm1447054,Amy Thiel,,1,actress
nm1729013,Joy Yandell,,1,actress
nm0575478,Leonardo Medeiros,1964,6,actor
nm0951120,Konstantin Yushkevich,1969,1,actor
nm1728249,Malgorzata Bela,1977,1,actress
nm0709493,Shuli Rand,1962,2,actor
nm1728833,Michal Bat-Sheva Rand,,1,actress
nm0246681,María Isabel Díaz Lago,1964,2,actress
nm1197737,Carmen Machi,1963,8,actress
nm1069518,Soo-Ro Kim,1970,3,actor
nm1682733,Álex González,1980,5,actor
nm0008870,Yussuf Abu-Warda,1953,2,actor
nm0010503,Jack Adalist,,1,actor
nm0102765,Jacek Braciak,1968,3,actor
nm3298079,Piotr Buczek,,1,actor
nm0441958,Ai Katô,1982,2,actress
nm1736678,Megan Lee Ethridge,,1,actress
nm0975225,Griff Furst,1981,2,actor
nm0712550,Navi Rawat,1977,1,actress
nm1401531,Diora Baird,1983,6,actress
nm0068338,Kristen Bell,1980,14,actress
nm1377035,Mario Drmac,1977,1,actor
nm1017991,Tarik Filipovic,1972,1,actor
nm0004809,Aaron Carter,1987,1,actor
nm1568947,Liz Beckham,,1,actress
nm1309437,Will Blagrove,1981,2,actor
nm2072785,John Gilbreth,,1,actor
nm1917043,Justin Stewart,,1,actor
nm1727621,Jason Mantzoukas,1972,1,actor
nm0339877,Leo Gregory,1978,4,actor
nm0005493,Justin Timberlake,1981,9,actor
nm3698264,Taki Akbulut,,1,actor
nm1284943,Kenan Bal,1950,1,actor
nm1758567,Shotaro Akagi,,1,actor
nm1836802,Taylor Asberry,,1,actress
nm1758757,Osman Cavci,,2,actor
nm1537828,Go Go Jean Michel Francis,1971,1,actor
nm0284655,Carlos Esteban Fonseca,,1,actor
nm0209850,Kamar de los Reyes,1967,1,actor
nm0009494,André Abujamra,1965,2,actor
nm0828961,Jessica Hynes,1972,2,actress
nm1759825,Onur Ünsal,,3,actor
nm0782627,Trond Espen Seim,1971,10,actor
nm0754031,Jan Gunnar Røise,1975,4,actor
nm1763869,M.D. Selig,,1,actor
nm1592605,Michael Childers,,1,actor
nm0022845,Aslan Altin,1933,1,actor
nm0042820,Suzan Avci,1937,1,actress
nm1738018,Selassie Amana,,1,actor
nm0108907,Nicole Brier,,1,actress
nm1708078,Kanji Kawahara,,1,actor
nm3127621,Leonard Buschel,,1,actor
nm0065596,Terry Becker,1921,1,actor
nm0098011,Randall Bosley,1947,1,actor
nm0903235,Eduard von Winterstein,1871,1,actor
nm0097430,Lia Borré,,1,actress
nm0122688,Heather Burns,1975,1,actress
nm1738489,Reine Ferrato,,1,actress
nm1738315,Guillaume Quatravaux,,1,actor
nm1569337,Kacia Brady,,1,actress
nm1501119,Jason Dibler,,1,actor
nm1000342,Muhip Arciman,1918,1,actor
nm1745639,Carla Greene,,1,actress
nm0203157,Adriana Davidova,,1,actress
nm0623158,Oldrich Navrátil,1952,1,actor
nm0553873,Ivan Martinka,1972,2,actor
nm1763244,Bill Akin,,1,actor
nm1758604,Speedy Arnold,,1,actor
nm1155349,Björn Hlynur Haraldsson,,2,actor
nm0084875,Helgi Björnsson,1958,3,actor
nm1757396,Christopher M. Clark,,1,actor
nm2279995,Taylor Coffman,,1,actress
nm0889218,Karoliina Vanne,1977,1,actress
nm1538020,Azra Akin,1981,1,actress
nm1875451,Ebru Destan,,1,actress
nm0428923,Nathan Jones,1969,2,actor
nm1895427,Anine Eckhoff,,1,actress
nm1015631,Olgun Simsek,1971,2,actor
nm0063224,Ihsan Baysal,1940,2,actor
nm1760503,Courtney Scheuerman,,1,actress
nm1552940,Sarah Scott,1983,1,actress
nm0708338,Marisa Ramirez,1977,2,actress
nm0922563,Travis Wester,1977,2,actor
nm0713576,Kavi Raz,,1,actor
nm1894870,Agustín Markert,,1,actor
nm0265818,Carolina Fal,1972,1,actress
nm1741784,Rafik Ben Mebarek,,1,actor
nm0303658,Ian Gamazon,,1,actor
nm2471587,Edwin Lagda,,1,actor
nm0511264,Sarah Lind,1982,7,actress
nm0076888,Michèle Bernier,1956,1,actress
nm0274598,Mimi Ferrer,1975,1,actress
nm1149633,Sanoe Lake,1979,3,actress
nm0378698,Christoph Maria Herbst,1966,8,actor
nm0004354,Caveh Zahedi,1960,1,actor
nm2637802,Christoff Colas,,1,actor
nm1742898,Kana Ishida,,1,actress
nm5358972,Nobuo Kameko,,1,actor
nm0013247,Sid Ahmed Agoumi,,1,actor
nm1084794,Navid Navid,1980,3,actor
nm0326791,Nappon Gomarachun,,2,actor
nm1705242,Martin Combes,1995,1,actor
nm0884660,Fanny Valette,1986,2,actress
nm1832647,Liang Chen,,1,actor
nm0722279,Julian Rhind-Tutt,1968,3,actor
nm0809363,Michael W. Smith,1957,1,actor
nm0139737,Jeff Obafemi Carr,,1,actor
nm0452361,Dorkas Kiefer,1972,1,actress
nm0492200,Marc Lavoine,1962,6,actor
nm0299663,Zoé Félix,1976,2,actress
nm0238475,Léa Drucker,1972,9,actress
nm0099302,Éric Bougnon,,1,actor
nm0899495,Guillaume Viry,,1,actor
nm0342041,Leo Grillo,,1,actor
nm1746632,Andrew Paterson,1990,1,actor
nm1748277,Harriet Beattie,,1,actress
nm1748823,Yesim Tozan,,1,actress
nm0876571,Gülsen Tuncer,1945,1,actress
nm1747690,Aashish Kaul,,1,actor
nm1751362,Juni,,1,actress
nm1146822,Mike Realba,1977,1,actor
nm0731075,Emma Roberts,1991,15,actress
nm1685658,JoJo,1990,1,actress
nm0554456,Ingrid Martz,1979,1,actress
nm0777912,Arndt Schwering-Sohnrey,1972,1,actor
nm1268748,Tamer Hassan,1968,6,actor
nm0349076,Luis Gustavo,1934,1,actor
nm0684840,Luana Piovani,1976,4,actress
nm2013886,Parastoo Mohajer,,1,actress
nm0833385,Sarah Strange,1974,1,actress
nm1750933,Jun Hee Lee,,1,actor
nm0530882,Raymond Ma,,1,actor
nm0336374,Jan Graveson,,1,actress
nm1105803,Jay Manalo,,1,actor
nm0225042,Romy Diaz,1941,1,actor
nm0502232,Caro Lenssen,1983,1,actress
nm1082659,Peggy Vrijens,1976,1,actress
nm1305012,Mikheil Gomiashvili,1961,2,actor
nm1265067,50 Cent,1975,7,actor
nm0252832,Nicholas Kadi,1952,1,actor
nm0258268,Richard Epcar,1955,5,actor
nm1520988,Tiffany Dupont,1981,1,actress
nm1234572,Fernando Tejero,1967,8,actor
nm0098710,María Botto,1974,1,actress
nm1295031,Martin Stührk,1990,1,actor
nm0391722,Kjersti Holmen,1956,2,actress
