imdb_name_id,name,date_of_birth,amount of movies,gender
nm0007220,Ricardo Cortez,1900,28,actor
nm0829795,Roy Stewart,1883,1,actor
nm0478862,Elizza La Porta,1902,1,actress
nm0681620,Hermann Picha,1865,1,actor
nm0884665,Rosa Valetti,1876,1,actress
nm0265407,Elinor Fair,1903,1,actress
nm0572142,Victor McLaglen,1886,20,actor
nm0522926,Edmund Lowe,1890,19,actor
nm0721989,Vera Reynolds,1899,2,actress
nm0861034,Kenneth Thomson,1899,1,actor
nm0946632,Kuzma Yastrebitsky,,1,actor
nm0621272,Olga Narbekova,,1,actress
nm0286924,Willi Forst,1903,2,actor
nm0000017,Marlene Dietrich,1901,29,actress
nm0206496,Marceline Day,1908,3,actress
nm0080572,Suzanne Bianchetti,1889,1,actress
nm0478851,Laura La Plante,1904,8,actress
nm0369793,Phyllis Haver,1899,2,actress
nm0180465,Anne Cornwall,1897,1,actress
nm0826479,Anna Sten,1908,8,actress
nm0586451,Vladimir Mikhaylov,,1,actor
nm0916828,Ben Webster,1864,1,actor
nm0448661,Barbara Kent,1907,5,actress
nm0419978,Isabel Jeans,1891,1,actress
nm0245579,Franklin Dyall,1870,2,actor
nm0113902,Johnny Mack Brown,1904,7,actor
nm0646117,Barney Oldfield,1878,1,actor
nm0892473,Lupe Velez,1908,19,actress
nm0054060,Joan Barclay,1914,2,actress
nm0533045,Marion Mack,1902,1,actress
nm0736777,Charles 'Buddy' Rogers,1904,5,actor
nm0374881,Jeanne Helbling,1903,1,actress
nm0682812,Suzy Pierson,1902,1,actress
nm0802512,Pyotr Zinovyev,,1,actor
nm0947279,Yelena Yegorova,1905,1,actress
nm0111030,Estelle Brody,1900,1,actress
nm0835738,John Stuart,1898,1,actor
nm0355671,James Hall,1900,3,actor
nm0427231,Al Jolson,1886,7,actor
nm0087018,Pierre Blanchar,1892,8,actor
nm0241348,Charles Dullin,1885,2,actor
nm0158297,Aleksandr Chistyakov,1880,1,actor
nm0420456,Édith Jéhanne,1902,1,actress
nm0377429,Uno Henning,1895,2,actor
nm0110755,Gladys Brockwell,1894,1,actress
nm0092900,John Boles,1895,17,actor
nm0247074,Jeanne Eagels,1890,2,actress
nm0226387,Albert Dieudonné,1889,2,actor
nm0745565,Vladimir Roudenko,1909,1,actor
nm0515104,Boris Livanov,1904,4,actor
nm3640809,Nikolay Popov,,1,actor
nm0842522,Josef Swickard,1866,1,actor
nm0611804,Jack Mulhall,1887,7,actor
nm0640603,Molly O'Day,1911,1,actress
nm0837133,Anel Sudakevich,1906,2,actress
nm0109895,Carl Brisson,1893,3,actor
nm0356233,Lillian Hall-Davis,1898,2,actress
nm0795218,Marie Shotwell,1880,1,actress
nm0376450,Harry Henderson,,1,actor
nm0426938,Norman Johnstone,,1,actor
nm0771585,Rudolph Schildkraut,1862,1,actor
nm0072437,Annette Benson,1897,1,actress
nm0000731,Brian Aherne,1902,18,actor
nm0642063,Sally O'Neil,1908,2,actress
nm6175917,Mattea Buyukli,,1,actor
nm6175918,A. Klymenko,,1,actor
nm0682376,James Pierce,1900,1,actor
nm0676435,Frederick Peters,1884,1,actor
nm0566273,Gladys McConnell,1905,1,actress
nm0283901,Vladimir Fogel,1902,1,actor
nm0864403,Alice Tissot,1890,3,actress
nm0094151,Alexej Bondireff,1894,1,actor
nm0279038,Margarita Fischer,1886,1,actress
nm0522962,James B. Lowe,1879,1,actor
nm0051628,George Bancroft,1882,5,actor
nm0621785,Nancy Nash,1897,1,actress
nm0289317,Earle Foxe,1887,1,actor
nm0003706,Tim McCoy,1891,7,actor
nm2055401,Cijiang Ge,,1,actor
nm2054138,Chichang Hu,,1,actor
nm0226158,Gustav Diessl,1899,4,actor
nm0380965,Jean Hersholt,1886,5,actor
nm0602959,Polly Moran,1883,5,actress
nm0050151,Betty Balfour,1903,2,actress
nm0103113,Jean Bradin,1899,1,actor
nm0213581,Jean Debucourt,1894,3,actor
nm0304101,Marguerite Gance,1894,1,actress
nm0448224,Merna Kennedy,1908,4,actress
nm0060715,Pierre Batcheff,1907,2,actor
nm0313899,Jim Gérald,1889,1,actor
nm0546531,Vera Maretskaya,1906,3,actress
nm0408164,Aleksandre Imedashvili,1882,1,actor
nm0438816,Kokhta Karalashvili,1898,1,actor
nm0858977,Jameson Thomas,1888,1,actor
nm0632895,Greta Nissen,1905,1,actress
nm0035159,Richard Arlen,1899,14,actor
nm0242041,Mary Duncan,1894,3,actress
nm0942039,Fay Wray,1907,24,actress
nm0542870,Margaret Mann,1868,1,actress
nm0226189,William Dieterle,1893,1,actor
nm0035877,Robert Armstrong,1890,16,actor
nm0172875,June Collyer,1904,8,actress
nm0448790,Larry Kent,1900,1,actor
nm0663077,Dita Parlo,1906,6,actress
nm0401729,Benita Hume,1906,4,actress
nm0318624,Basil Gill,1877,1,actor
nm0157380,Akiko Chihaya,1908,1,actress
nm0051758,Junosuke Bandô,1909,1,actor
nm0792514,Lowell Sherman,1888,5,actor
nm0796900,Bernard Siegel,1868,1,actor
nm0182557,Helene Costello,1906,1,actress
nm0484812,Cullen Landis,1896,1,actor
nm0000011,Gary Cooper,1901,63,actor
nm0874497,Glenn Tryon,1898,2,actor
nm0153090,Marcelle Charles Dullin,1879,1,actress
nm0907885,Johnnie Walker,1894,1,actor
nm0209462,Philippe De Lacy,1917,1,actor
nm0874781,Olga Tschechowa,1897,3,actress
nm0336618,Eve Gray,1900,1,actress
nm0266029,Maria Falconetti,1892,1,actress
nm0798564,Eugene Silvain,1851,1,actor
nm0129772,Orville Caldwell,1896,1,actor
nm0409109,I. Inkizhinov,,1,actor
nm0214113,I. Dedintsev,,1,actor
nm0001195,Douglas Fairbanks Jr.,1909,34,actor
nm0938464,Louis Wolheim,1880,5,actor
nm0003123,Dolores del Rio,1904,17,actress
nm0237770,Nancy Drexel,1910,1,actress
nm0615014,James Murray,1901,3,actor
nm0002768,Blanche Friderici,1878,1,actress
nm0746958,Charu Roy,1890,1,actor
nm0160680,Ann Christy,1905,1,actress
nm0459030,Rudolf Klein-Rogge,1885,2,actor
nm0561276,Gerda Maurus,1903,2,actress
nm0570297,Tom McGuire,1873,1,actor
nm0720885,Dorothy Revier,1904,1,actress
nm0394806,Camilla Horn,1903,2,actress
nm0690141,Georges Pomiès,,1,actor
nm0800302,Michel Simon,1895,23,actor
nm0285391,Ralph Forbes,1904,7,actor
nm0484748,Elissa Landi,1904,8,actress
nm0187981,Donald Crisp,1882,8,actor
nm0823299,Pauline Starke,1901,1,actress
nm0002233,Erich von Stroheim,1885,12,actor
nm0656105,Anita Page,1910,9,actress
nm0868799,Raquel Torres,1908,2,actress
nm0699877,Vsevolod Pudovkin,1893,1,actor
nm0414294,Maria Jacobini,1892,1,actress
nm0039931,Georgi Astafyev,,1,actor
nm0618858,Nikolai Nademsky,1892,1,actor
nm0895697,Carmen Viance,1905,1,actress
nm0488591,Pedro Larrañaga,1887,1,actor
nm0606431,Chester Morris,1901,43,actor
nm0835913,Harry Stubbs,1874,1,actor
nm0604709,Helen Morgan,1900,1,actress
nm0670306,Joan Peers,1909,1,actress
nm0323037,Marie Glory,1905,1,actress
nm0840935,Semyon Svashenko,1904,2,actor
nm0451822,Georgi Khorkov,,1,actor
nm0375300,Else Heller,,1,actress
nm0140914,Madeleine Carroll,1906,16,actress
nm0062828,Warner Baxter,1889,32,actor
nm0001479,Carole Lombard,1908,34,actress
nm0001485,Myrna Loy,1905,37,actress
nm0648565,Anny Ondra,1902,2,actress
nm0519274,John Longden,1900,2,actor
nm0924442,Alice White,1904,7,actress
nm0126410,Marion Byron,1911,1,actress
nm0021502,Claud Allister,1888,1,actor
nm0001635,William Powell,1892,47,actor
nm0000795,Jean Arthur,1900,31,actress
nm0223372,Lien Deyers,1909,3,actress
nm0000050,Groucho Marx,1890,16,actor
nm0555617,Harpo Marx,1888,7,actor
nm0362267,Ann Harding,1902,26,actress
nm0847031,Minoru Takada,1899,2,actor
nm0849011,Kinuyo Tanaka,1910,24,actress
nm0804006,Hal Skelly,1891,2,actor
nm0007216,Nancy Carroll,1903,13,actress
nm0429923,Dorothy Jordan,1906,5,actress
nm0002183,George Arliss,1868,13,actor
nm0515967,Doris Lloyd,1896,1,actress
nm0425512,Kay Johnson,1904,5,actress
nm0772184,Karel Schleichert,1865,1,actor
nm0727340,Ita Rina,1907,2,actress
nm0237708,Roland Drew,1900,2,actor
nm0363104,Gordon Harker,1885,9,actor
nm0403409,Alec Hurley,1871,1,actor
nm0295992,Willy Fritsch,1901,8,actor
nm0074949,Elisabeth Bergner,1897,3,actress
nm0060168,Albert Bassermann,1867,1,actor
nm0352495,Raymond Hackett,1902,1,actor
nm0247858,Mary Eaton,1901,1,actress
nm0060012,Lina Basquette,1907,2,actress
nm0696679,Marie Prevost,1898,1,actress
nm0919768,Nancy Welford,1904,1,actress
nm0591377,Sergei Minin,1901,1,actor
nm0155968,Igor Chernyak,1905,1,actor
nm0533108,Dorothy Mackaill,1903,9,actress
nm0445246,Ian Keith,1899,1,actor
nm0235026,Donald Douglas,1905,2,actor
nm0253158,Florence Eldridge,1901,2,actress
nm0267670,Morgan Farley,1898,1,actor
nm0371438,Daniel L. Haynes,1889,1,actor
nm0571904,Nina Mae McKinney,1912,2,actress
nm0001948,Charles Bickford,1891,14,actor
nm0052398,Harry Bannister,1889,1,actor
nm0001055,Claudette Colbert,1903,51,actress
nm0627789,David Newell,1905,1,actor
nm0000912,Jack Benny,1894,15,actor
nm0865298,Thelma Todd,1906,3,actress
nm0211048,Lya De Putti,1897,1,actress
nm0242090,Rosetta Duncan,1894,1,actress
nm0242133,Vivian Duncan,1897,1,actress
nm0617527,Mona Mårtenson,1902,1,actress
nm0489123,Tryggve Larssen,1887,1,actor
nm0002311,Montagu Love,1880,1,actor
nm0001651,Basil Rathbone,1892,36,actor
nm0654239,Reginald Owen,1887,4,actor
nm0287841,Helen Foster,1906,2,actress
nm0001766,Barbara Stanwyck,1907,77,actress
nm0002001,Maurice Chevalier,1888,16,actor
nm0531776,Jeanette MacDonald,1903,25,actress
nm0154183,Ruth Chatterton,1892,11,actress
nm0062736,George Baxter,1905,1,actor
nm0789901,Oscar Shaw,1887,1,actor
nm0362742,Sam Hardy,1883,1,actor
nm0773396,Alexandra Schmitt,1861,1,actress
nm0956834,Holmes Zimmermann,1900,1,actor
nm0645941,Warner Oland,1879,21,actor
nm0300615,Jacqueline Gadsdon,1900,1,actress
nm0738042,Gilbert Roland,1905,13,actor
nm0605851,Gaby Morlay,1893,9,actress
nm0349629,David Gutman,1884,1,actor
nm0476802,Yelena Kuzmina,1909,6,actress
nm0314046,Sergey Gerasimov,1906,1,actor
nm0482121,Arthur Lake,1905,30,actor
nm0336660,Gilda Gray,1901,1,actress
nm0272253,Boris Ferdinandov,1889,1,actor
nm2183462,A. Filippov,,1,actor
nm0126430,Walter Byron,1899,3,actor
nm0141741,Julie Carter,1913,1,actress
nm0454558,Charles King,1889,2,actor
nm0902746,Käthe von Nagy,1904,1,actress
nm0195208,Maurizio D'Ancora,1912,1,actor
nm0588894,Marilyn Miller,1898,3,actress
nm0336432,Alexander Gray,1891,2,actor
nm0151377,Helen Chandler,1906,4,actress
nm0781502,Miriam Seegar,1907,1,actress
nm0269567,Frank Fay,1891,4,actor
nm0157291,Chief Yellow Robe,1870,1,actor
nm0518859,Chief Buffalo Child Long Lance,1890,1,actor
nm0637790,Elliott Nugent,1896,2,actor
nm0599910,Robert Montgomery,1904,50,actor
nm0884171,Karl Valentin,1882,1,actor
nm0439703,Liesl Karlstadt,1892,1,actress
nm0780941,Dorothy Sebastian,1903,1,actress
nm0875983,Richard Tucker,1884,2,actor
nm0487604,Marfa Lapkina,1898,1,actress
nm0411978,M. Ivanin,,1,actor
nm0366002,John Harron,1903,2,actor
nm0384202,Doris Hill,1905,2,actress
nm0746280,Josef Rovenský,1894,1,actor
nm0167407,June Clyde,1909,3,actress
nm0404885,Leila Hyams,1905,8,actress
nm0444740,Tom Keene,1896,5,actor
nm0622406,Shizue Natsukawa,1909,1,actress
nm0409960,Takako Irie,1911,1,actress
nm0024739,Robert Ames,1889,4,actor
nm0884964,Rudy Vallee,1901,5,actor
nm0087434,Sally Blane,1910,3,actress
nm0612847,Paul Muni,1895,21,actor
nm0161451,Marguerite Churchill,1910,4,actress
nm0547329,Jeanne Marie-Laurent,1877,1,actress
nm0404158,Walter Huston,1883,31,actor
nm0950811,Ichirô Yûki,1904,1,actor
nm0756870,Tatsuo Saitô,1902,5,actor
nm0545298,Fredric March,1897,48,actor
nm0496473,Francis Lederer,1899,9,actor
nm0580916,Una Merkel,1903,11,actress
nm0000817,Lew Ayres,1908,31,actor
nm0787762,Theo Shall,1896,1,actor
nm0534663,Ginette Maddie,1898,1,actress
nm0936728,Grant Withers,1905,8,actor
nm0911437,Chance Ward,1877,1,actor
nm0108511,Fanny Brice,1891,1,actress
nm0566521,Frank McCormick,,1,actor
nm0101954,William 'Stage' Boyd,1889,5,actor
nm0000078,John Wayne,1907,128,actor
nm0732076,Eslanda Robeson,1895,1,actress
nm0654102,Catherine Dale Owen,1900,2,actress
nm0749476,Charles Ruggles,1886,6,actor
nm0331459,Freeman F. Gosden,1899,1,actor
nm0180895,Charles J. Correll,1890,1,actor
nm0317224,Wynne Gibson,1898,5,actress
nm0817021,Ned Sparks,1883,1,actor
nm0772300,Hans Adalbert Schlettow,1887,1,actor
nm0923774,Bert Wheeler,1895,16,actor
nm0941298,Robert Woolsey,1888,17,actor
nm0062428,Harry Baur,1880,11,actor
nm0028114,Paule Andral,1879,1,actress
nm0949835,Loretta Young,1913,67,actress
nm0392004,Phillips Holmes,1907,10,actor
nm0550877,Everett Marshall,1901,1,actor
nm0000010,James Cagney,1899,57,actor
nm0251755,Sally Eilers,1908,12,actress
nm0367613,Lilian Harvey,1906,4,actress
nm0066716,Gordon Begg,1868,1,actor
nm0164883,Mae Clarke,1910,13,actress
nm0394244,Miriam Hopkins,1902,22,actress
nm0290215,Kay Francis,1905,51,actress
nm0867538,Regis Toomey,1898,6,actor
nm0113873,Joe E. Brown,1891,22,actor
nm0455373,Walter Woolf King,1899,2,actor
nm0781876,Vivienne Segal,1897,1,actress
nm0492557,Mary Lawlor,1907,1,actress
nm0810000,Stanley Smith,1903,1,actor
nm0262628,Charles E. Evans,1856,1,actor
nm0925175,Marjorie White,1904,1,actress
nm0528908,Ben Lyon,1901,13,actor
nm0878546,Helen Twelvetrees,1908,11,actress
nm0442886,Hiroko Kawasaki,1912,2,actress
nm0166972,Colin Clive,1900,5,actor
nm0533705,Ian Maclaren,1875,1,actor
nm0107151,El Brendel,1890,3,actor
nm0001577,Maureen O'Sullivan,1911,25,actress
nm0925842,Paul Whiteman,1890,1,actor
nm0000064,Edward G. Robinson,1893,62,actor
nm0642988,Jack Oakie,1903,22,actor
nm0510018,Winnie Lightner,1899,5,actress
nm0217835,Irene Delroy,1900,1,actress
nm0047720,Mary Brian,1906,10,actress
nm0387556,Rose Hobart,1906,5,actress
nm0435709,Charles Kaley,1902,1,actor
nm0855980,Ethelind Terry,1899,1,actress
nm0308249,John Garrick,1902,2,actor
nm0219666,Reginald Denny,1891,7,actor
nm0322299,James Gleason,1882,11,actor
nm0000910,Joan Bennett,1910,38,actress
nm0533247,Kenneth MacKenna,1899,2,actor
nm0007214,Frank Albertson,1909,2,actor
nm0118014,Jack Buchanan,1891,3,actor
nm0003339,Herbert Marshall,1890,28,actor
nm0054689,Norah Baring,1905,1,actress
nm0862546,Lawrence Tibbett,1896,3,actor
nm0601254,Grace Moore,1898,5,actress
nm0634322,Mary Nolan,1902,1,actress
nm0001366,Leslie Howard,1893,21,actor
nm0517389,Jeanette Loff,1906,1,actress
nm0018196,Joe Alex,,1,actor
nm0473308,Anatoli Ktorov,1898,1,actor
nm0153235,Georges Charlia,1894,1,actor
nm0725030,Harry Richman,1895,1,actor
nm0493514,Evelyn Laye,1900,2,actress
nm0177106,Joe Cook,1890,1,actor
nm0269771,Louise Fazenda,1895,1,actress
nm0299397,Kaoru Futaba,1871,1,actress
nm0373773,O.P. Heggie,1877,1,actor
nm0460477,Evalyn Knapp,1906,7,actress
nm0202405,Claude Dauphin,1903,8,actor
nm0099681,Romain Bouquet,,1,actor
nm0163257,Ina Claire,1893,2,actress
nm0729463,Enrique Rivero,1906,1,actor
nm0998525,Elizabeth Lee Miller,1907,1,actress
nm0566948,Joel McCrea,1905,64,actor
nm0542864,Louis Mann,1865,1,actor
nm0339307,Charlotte Greenwood,1890,6,actress
nm0566451,John McCormack,1884,1,actor
nm0406755,Mitsuko Ichimura,1926,1,actress
nm0645438,Tokihiko Okada,1903,4,actor
nm0372384,Ted Healy,1896,1,actor
nm0935415,Charles Winninger,1884,7,actor
nm0407855,Pola Illéry,1909,1,actress
nm0217303,Claudia Dell,1909,5,actress
nm0888408,Gus Van,1887,1,actor
nm0770850,Joe Schenck,1891,1,actor
nm0244168,Junior Durkin,1915,1,actor
nm0163247,Bernice Claire,1906,2,actress
nm0000075,Spencer Tracy,1900,58,actor
nm0524402,Claire Luce,1903,1,actress
nm0454651,Dennis King,1897,1,actor
nm0436922,Fritz Kampers,1891,2,actor
nm0796023,Ethel Shutta,1896,1,actress
nm0002143,Edward Everett Horton,1886,4,actor
nm0287988,Norman Foster,1903,5,actor
nm0794548,Stepan Shkurat,1886,1,actor
nm0595321,Gaston Modot,1887,1,actor
nm0529227,Lya Lys,1908,1,actress
nm0900010,Master Vithal,,1,actor
nm0958239,Zubeida,1911,1,actress
nm0318226,Ruth Gilbert,1912,1,actress
nm0381096,Ralph Hertz,1890,1,actor
nm0796662,Sylvia Sidney,1910,23,actress
nm0511599,Eric Linden,1909,7,actor
nm0580240,Beryl Mercer,1876,1,actress
nm0371040,Helen Hayes,1900,11,actress
nm0002050,Irene Dunne,1898,39,actress
nm0007223,James Dunn,1901,13,actor
nm0289253,Sidney Fox,1907,6,actress
nm0550620,Marian Marsh,1913,12,actress
nm0543115,David Manners,1901,7,actor
nm0035964,Lissy Arna,1900,1,actress
nm0313447,Heinrich George,1893,5,actor
nm0054150,Maria Bard,1900,1,actress
nm0000951,Joan Blondell,1906,44,actress
nm0002161,Hans Albers,1891,9,actor
nm0003062,Alan Dinehart,1889,1,actor
nm0613262,Ona Munson,1903,3,actress
nm0491048,Stan Laurel,1890,26,actor
nm0001316,Oliver Hardy,1892,27,actor
nm0178114,Jackie Cooper,1922,13,actor
nm0000845,Tallulah Bankhead,1902,9,actress
nm0827031,Harvey Stephens,1901,1,actor
nm0546516,Janie Marèse,1908,1,actress
nm0616659,Carmel Myers,1899,1,actress
nm0495285,Rex Lease,1903,3,actor
nm0156039,Virginia Cherrill,1908,1,actress
nm0739842,Marcelle Romée,1903,1,actress
nm0525283,André Luguet,1892,3,actor
nm0002285,Pat O'Brien,1899,55,actor
nm0249893,Cliff Edwards,1895,1,actor
nm0700723,Irene Purcell,1896,1,actress
nm0000509,Bela Lugosi,1882,37,actor
nm0898107,Carlos Villarías,1892,1,actor
nm0869830,Lupita Tovar,1910,2,actress
nm0286993,Rudolf Forster,1884,1,actor
nm0502322,Lotte Lenya,1898,1,actress
nm0808756,Joe Smith,1884,2,actor
nm0197655,Charles Dale,1881,2,actor
nm0921020,Rolf Wenkhaus,1917,1,actor
nm0351734,Käthe Haack,1897,1,actress
nm0521937,Anita Louise,1915,9,actress
nm0646337,Ole Olsen,1892,6,actor
nm0424765,Chic Johnson,1896,6,actor
nm0198847,Lili Damita,1904,3,actress
nm0304098,Abel Gance,1889,1,actor
nm0201173,Colette Darfeuil,1906,1,actress
nm0481618,Bert Lahr,1895,2,actor
nm0335009,Harold 'Red' Grange,1903,1,actor
nm0347827,Dorothy Gulliver,1908,2,actress
nm0864931,Genevieve Tobin,1899,12,actress
nm0526795,Alfred Lunt,1892,1,actor
nm0285007,Lynn Fontanne,1887,1,actress
nm0140504,Leo Carrillo,1881,7,actor
nm0191870,Constance Cummings,1910,13,actress
nm0599766,Douglass Montgomery,1907,5,actor
nm0190771,Gyula Csortos,1883,1,actor
nm0434097,Gyula Kabos,1887,1,actor
nm0719686,James Rennie,1889,1,actor
nm0713270,Gene Raymond,1908,22,actor
nm0201690,John Darrow,1907,3,actor
nm0646829,Edna May Oliver,1883,8,actress
nm0001890,Hugh Herbert,1884,5,actor
nm0000022,Clark Gable,1901,54,actor
nm0107539,Olga Breno,1911,1,actress
nm0721169,Tatiana Rey,,1,actress
nm0497186,Dorothy Lee,1911,1,actress
nm0000048,Peter Lorre,1904,24,actor
nm0927145,Ellen Widmann,1894,1,actress
nm1226419,Atsushi Watanabe,1898,1,actor
nm0004464,Heinz Rühmann,1902,31,actor
nm0706926,Raimu,1883,13,actor
nm0294382,Pierre Fresnay,1897,11,actor
nm0534045,Fred MacMurray,1908,62,actor
nm0001537,Ray Milland,1907,61,actor
nm0850896,Lilyan Tashman,1896,2,actress
nm0030246,Annabella,1907,14,actress
nm0499151,René Lefèvre,1898,2,actor
nm0035196,Florence Arliss,1870,1,actress
nm0927236,Dorothea Wieck,1908,1,actress
nm0007229,Hertha Thiele,1908,2,actress
nm0656304,Paul Page,1903,1,actor
nm0599354,Conchita Montenegro,1911,1,actress
nm0002051,Jimmy Durante,1893,14,actor
nm0123972,Ernst Busch,1900,3,actor
nm0812453,Vladimir Sokoloff,1889,1,actor
nm0645676,Denjirô Ôkôchi,1898,5,actor
nm0299345,Naoe Fushimi,1908,1,actress
nm0811868,Pyotr Sobolevsky,1904,1,actor
nm0682696,Marguerite Pierry,1887,2,actress
nm0522185,Jacques Louvigny,1884,1,actor
nm0282653,Florelle,1898,2,actress
nm0417824,Leon Janney,1917,1,actor
nm0169067,Frank Coghlan Jr.,1916,2,actor
nm0930711,Guinn 'Big Boy' Williams,1899,2,actor
nm0712735,Allene Ray,1895,1,actress
nm0001318,Jean Harlow,1911,17,actress
nm0336956,Shirley Grey,1902,7,actress
nm0477503,Yvan Kyrlya,1909,1,actor
nm0007219,Donald Cook,1901,6,actor
nm0649651,Carlos Orellana,1900,1,actor
nm0504374,Marion Lessing,1901,1,actress
nm0939454,Arthur Wontner,1875,4,actor
nm0281686,Ian Fleming,1888,2,actor
nm0125325,Charles Butterworth,1896,4,actor
nm0350324,Edmund Gwenn,1877,15,actor
nm0260728,Jill Esmond,1908,4,actress
nm0176851,Robert Coogan,1924,1,actor
nm0557339,Raymond Massey,1896,10,actor
nm0823503,Frances Starr,1886,1,actress
nm0171873,William Collier Jr.,1902,2,actor
nm0510134,Paul Lukas,1895,12,actor
nm0423685,Zita Johann,1904,3,actress
nm0728412,Sepp Rist,1900,1,actor
nm0156617,Anne Chevalier,1912,1,actress
nm0558038,Matahi,,1,actor
nm0292810,Pauline Frederick,1883,1,actress
nm0703600,Eddie Quillan,1907,2,actor
nm0944941,Emiko Yagumo,1903,1,actress
nm0002048,Melvyn Douglas,1901,36,actor
nm0095693,Edwina Booth,1904,1,actress
nm0146905,Paul Cavanagh,1888,3,actor
nm0297054,Gustav Fröhlich,1902,3,actor
nm0013988,Anny Ahlers,1907,1,actress
nm0823633,Charles Starrett,1903,9,actor
nm0403128,Louise Huntington,1904,1,actress
nm0520492,Phillips Lord,1902,1,actor
nm0658216,Effie Palmer,1890,1,actress
nm0049055,William Bakewell,1908,1,actor
nm0179690,Raymond Cordy,1898,1,actor
nm0545384,Henri Marchand,1898,1,actor
nm0933333,Dorothy Wilson,1909,6,actress
nm0431889,Arline Judge,1912,5,actress
nm0000897,Ralph Bellamy,1904,15,actor
nm0263004,Madge Evans,1909,22,actress
nm0260020,Stuart Erwin,1903,8,actor
nm0001078,Bing Crosby,1903,49,actor
nm0001935,Noah Beery,1882,5,actor
nm0000031,Katharine Hepburn,1907,38,actress
nm0927436,Mathias Wieman,1902,2,actor
nm0870543,Lee Tracy,1898,17,actor
nm0000026,Cary Grant,1904,62,actor
nm0354325,Marcelle Hainia,1896,1,actress
nm0339669,Nora Gregor,1901,2,actress
nm0917298,Barbara Weeks,1913,2,actress
nm0000012,Bette Davis,1908,73,actress
nm0001677,Ginger Rogers,1911,51,actress
nm0285922,Wallace Ford,1898,12,actor
nm0912115,Irene Ware,1910,3,actress
nm0456628,Alexander Kirkland,1901,1,actor
nm0107575,George Brent,1904,54,actor
nm0300388,Gabriel Gabrio,1887,4,actor
nm0245304,Ann Dvorak,1911,22,actress
nm0929925,Warren William,1894,37,actor
nm0041172,Lionel Atwill,1885,15,actor
nm0188673,Richard Cromwell,1910,5,actor
nm0757925,Charles 'Chic' Sale,1885,3,actor
nm0601129,Dickie Moore,1925,2,actor
nm0001443,Hedy Lamarr,1914,23,actress
nm0595687,Aribert Mog,1904,2,actor
nm0773525,Sybille Schmitz,1909,3,actress
nm0593372,Grant Mitchell,1874,1,actor
nm0300064,Jean Gabin,1904,69,actor
nm0537070,Carl Mahon,1906,1,actor
nm0130593,Starr Calloway,,1,actress
nm0229082,Aleksandre Jaliashvili,1905,1,actor
nm0657422,Siko Palavandishvili,,1,actor
nm1349117,Duke,,5,actor
nm0399955,Rochelle Hudson,1916,13,actress
nm0459747,Heinz Klingenberg,1905,1,actor
nm0555597,Chico Marx,1887,6,actor
nm0268225,Glenda Farrell,1904,25,actress
