imdb_name_id,name,amount of movies
nm0658307,John Palmer,1
nm1413822,Tol,1
nm0711149,Ian Iqbal Rashid,2
nm0265747,Dzhanik Fayziev,3
nm0998575,Paul Black,2
nm1145170,Nia Di Nata,3
nm0630802,Francis Nielsen,2
nm1274190,Oren Goldman,1
nm1272688,Stav Ozdoba,1
nm0672015,Zak Penn,2
nm1417392,Adam Wingard,8
nm1415190,Alexandre Castagnetti,6
nm1415953,Corentin Julius,1
nm0637641,Gilles Noël,1
nm0596311,Tanvir Mokammel,4
nm1416431,Wajdi Mouawad,1
nm1415540,Simon Fellows,4
nm0386246,Rajkumar Hirani,5
nm0381478,Jared Hess,5
nm1306282,Charles Randolph-Wright,2
nm1442514,S.S. Rajamouli,11
nm0660881,Roger Paradiso,1
nm0368693,Gregory Hatanaka,11
nm0768249,Geoffrey Sax,3
nm0559120,Manolo Matji,1
nm1019477,Jeeva,5
nm0670196,Alison Peebles,1
nm0347038,Pierre Erwan Guillaume,1
nm0101047,David Bowers,5
nm1421399,Ajay Phansekar,1
nm0015214,Michael D. Akers,4
nm1419060,Sue Kramer,1
nm0325452,Karl Golden,3
nm1421754,K. Selvaraghavan,8
nm1419419,A. Balakrishnan,1
nm1421793,Sushma Shiromani,1
nm1419594,David Noel Bourke,2
nm0891216,Matthew Vaughn,6
nm1461380,Laurence Dunmore,1
nm1420683,Yong-hwa Kim,6
nm1248879,Deepak Pawar,1
nm0105826,Michael Braun,1
nm0583800,Theo Mezger,1
nm1419055,Hari,13
nm0361828,Dominic Harari,2
nm0670808,Teresa Pelegri,2
nm0063511,Wayne Beach,1
nm1427844,Gary Ellis,1
nm0845964,Santiago Tabernero,2
nm0176929,Brian W. Cook,1
nm1267716,Rodrigo Bellott,4
nm1425498,Juliet McKoen,1
nm1139293,Jonathon E. Stewart,1
nm1426222,Phil Thurman,1
nm0140235,David Carreras,2
nm0695844,Gary Preisler,1
nm1302288,Jonathan Segal,2
nm0295261,Jonathan Friedman,1
nm1295818,Jordan Barker,5
nm1427164,Paul Kiener,1
nm0273084,Jorge Fernando,3
nm0610182,Jean-Marc Moutout,3
nm1168657,Andrey Zvyagintsev,4
nm0556076,Joachim Masannek,7
nm1048554,Junji Nishimura,1
nm1430257,Scott S. Anderson,2
nm0130956,Juan Calvo,1
nm0838282,Paul Francis Sullivan,1
nm0001097,Charles Dance,1
nm0597970,Nadine Monfils,1
nm1428204,Huck Botko,5
nm1096524,Jacob Estes,3
nm1162583,Chris Cooke,1
nm0438494,Rajat Kapoor,5
nm0787757,Shira-Lee Shalit,1
nm1137931,Tore Rygh,1
nm0920811,Linda Wendel,1
nm0899144,V.M. Vinu,3
nm1434372,Johny Antony,9
nm0754475,Randa Chahal Sabag,1
nm1429436,Andrzej Saramonowicz,3
nm1216554,David Gleeson,3
nm0762369,Sompote Sands,1
nm0053228,Ernie Barbarash,10
nm0033190,Sergio Arau,1
nm1103067,Ricardo Elias,2
nm0877366,Alex Turner,2
nm0994254,Shona Auerbach,1
nm1435667,Mamad Haghighat,1
nm0151540,Jay Chandrasekhar,2
nm0785515,David Serrano,3
nm1194317,Sukhwant Dhadda,1
nm1437390,Manuel Sanabria,2
nm1437994,Carlos Villaverde,2
nm0481674,Miu-Suet Lai,2
nm1045937,Joon-ik Lee,12
nm1267023,Lane Shefter Bishop,2
nm1064048,Nikolaj Arcel,5
nm1410110,Ross Boyask,5
nm0538770,Ilya Maksimov,2
nm0111588,Konstantin Bronzit,3
nm0155940,Denis Chernov,4
nm0581790,Mikhail Meschaninov,1
nm0546905,Václav Marhoul,3
nm1435749,Pepe de las Heras,1
nm0850307,Juan Taratuto,6
nm1434394,Nacho Argiro,1
nm1067723,Gabriel Lopez,1
nm1437558,Jakub Sluka,1
nm0595928,Vipin Mohan,1
nm0133028,Robin Campillo,3
nm0789366,Jessica Sharzer,1
nm0521856,Benjamin Louis,1
nm0414499,Ken Jacobs,1
nm0099552,Tassos Boulmetis,2
nm0003029,Isabelle Broué,1
nm1523948,Pappan,1
nm1436292,Pramod,1
nm1435889,Andrzej Jakimowski,4
nm0067937,Dirk Beliën,1
nm1439333,Péter Bergendy,3
nm1442694,Brant Sersen,4
nm0950855,Eleanor Yule,1
nm0025241,Vicente Amorim,7
nm0821143,Charley Stadler,1
nm0918487,Jane Weinstock,2
nm0949918,Neil Young,1
nm0222104,Stephen Deutsch,2
nm0293239,Steve Freedman,1
nm1441953,Andrew Leavold,1
nm1162002,Manish Jha,4
nm1440688,Jack Lewis,1
nm0423167,Fereydoun Jeyrani,11
nm0007204,David Devine,1
nm0587955,Bennett Miller,3
nm0563220,Zola Maseko,1
nm0923736,Joss Whedon,4
nm0802725,Puneet Sira,3
nm1205568,Barbara Wong Chun-Chun,7
nm0716153,Anna Reeves,1
nm0383692,Higuchinsky,1
nm0496993,Chi-Chiu Lee,1
nm1452683,Flavia Moraes,1
nm1448812,James Hunter,1
nm0558917,Clark Mathis,1
nm1452689,Uros Stojanovic,1
nm1457166,Lance Rivera,2
nm0554890,Juan Martínez Moreno,3
nm1451294,Ryan Shiraki,2
nm1452237,David B. Stewart III,1
nm1448814,Alejandro Lozano,3
nm1450313,Hyung-tae Kim,1
nm1451640,Nikola Vukcevic,2
nm0996433,Lukasz Barczyk,3
nm0592339,Orso Miret,1
nm1100565,Éric Tessier,5
nm1452688,Adam Rapp,3
nm0117389,Ryszard Brylski,2
nm0863816,Patrick Timsit,1
nm0629151,Minh Nguyen-Vo,2
nm1456124,Shona Urvashi,1
nm1455402,Damon O'Steen,3
nm1454930,Teo Konuralp,2
nm0251695,Jaap van Eyck,1
nm1455690,Vincent Rocca,1
nm1396121,Makoto Shinkai,6
nm1491554,Yoshio Suzuki,1
nm0003532,Douglas Law,1
nm1235947,Jayprakkash Shaw,2
nm1193701,Tristan Aurouet,3
nm0500976,Gilles Lellouche,2
nm0995043,David van Eyssen,1
nm1407454,Konrad Niewolski,3
nm1375125,Dariusz Gajewski,4
nm1100866,Dylan Verrechia,1
nm1457164,Sang-hun Oh,2
nm1459238,Eon-hie Lee,3
nm1458108,Pyotr Buslov,5
nm1393530,Ivan Engler,1
nm2100246,Ralph Etter,1
nm1247462,Christopher Smith,6
nm0639965,Matthew O'Callaghan,1
nm1671974,Wael Ihsan,14
nm1459270,Wilhelm Liebenberg,1
nm1460069,Federico Sanchez,1
nm1461381,Ian Gabriel,2
nm1458511,Tenney Fairchild,3
nm0006516,Chris Terrio,1
nm1458763,Libia Stella Gómez,1
nm0003400,Joram Lürsen,7
nm1457818,Przemyslaw Angerman,2
nm0766218,Jun'ichi Satô,2
nm1729057,Rob Bakewell,1
nm1103121,Alexander Eik,3
nm0591918,Paco Mir,1
nm0227111,Riccardo DiLoreto,1
nm0211168,Dominique de Rivaz,1
nm1178111,Fabrizio Aguilar,1
nm0176960,Chris Cook,1
nm1422630,Benjamin Morgan,1
nm0537595,Emilio Maillé,1
nm1458734,Ciro Guerra,5
nm0328000,Ángeles González Sinde,2
nm0646409,Tim Oliehoek,5
nm1460159,Rohit Shetty,11
nm0806492,Leslie Small,5
nm0649785,Jeff Orgill,1
nm0344155,Diana Groó,2
nm0670670,Robert-Adrian Pejo,4
nm1492075,Ruslan Baltzer,4
nm1506005,Michelangelo Frammartino,2
nm1233012,Seong-deok Kim,1
nm1366756,Paul DeNigris,1
nm1466309,Witold Swietnicki,1
nm1500658,Ari Taub,2
nm0209435,Daniel de la Vega,4
nm0915016,Sarah Watt,2
nm1464841,Teddy Mattera,1
nm0889543,Adam Vardy,1
nm0609706,Mouli,2
nm0466901,Kitarô Kôsaka,2
nm0887852,Pieter van Rijn,3
nm0498838,Kris Lefcoe,1
nm0684342,Jan Pinkava,1
nm0686023,Ron Pitts,1
nm1270033,David M. Rosenthal,7
nm1029210,Yannis Economides,5
nm0510681,Mauro Lima,5
nm1339744,Natalja Pogonischewa,1
nm1016687,Laurent Tirard,7
nm0442109,Charlie Kaufman,2
nm0655575,Béla Paczolay,2
nm0546554,David S. Marfield,1
nm0018062,Milton Alencar,1
nm0080456,Kenneth Bi,4
nm0074483,Kyle Bergersen,1
nm0339178,David Greenspan,1
nm0614819,Alison Murray,1
nm0001590,Chazz Palminteri,1
nm1350518,Desmond Gumbs,1
nm1462795,Renée Chabria,1
nm0154104,Mike Clattenburg,6
nm0532914,Daniel MacIvor,1
nm1475486,Samm Styles,1
nm1475898,Andrés Waissbluth,2
nm1476719,Edward Martin III,1
nm1112199,Russell Holt,2
nm0353295,Martin Hagbjer,1
nm0905592,Jeff Wadlow,6
nm0762781,Oles Sanin,2
nm0497642,Kang-sheng Lee,1
nm1473098,Curt Hahn,2
nm1313340,Michael McGowan,4
nm1473010,Robbie Grewal,3
nm1475260,Balaji Sakthivel,4
nm1226108,Alice Wu,2
nm1475993,Anette Winblad,2
nm0755531,Doug Sadler,1
nm1475889,Torsten Wacker,2
nm0026174,John Andreas Andersen,3
nm1473025,Rodger Grossman,1
nm1475144,Gabrielle Savage Dockterman,1
nm0684336,Steve Pink,4
nm0744302,Richard Rossi,1
nm1497918,Andrew Douglas,2
nm1471001,Jordan Roberts,3
nm0945369,Yudai Yamaguchi,8
nm0175280,Fintan Connolly,1
nm0524108,Craig Lucas,2
nm0591994,Lexi Alexander,3
nm1203987,Georgina Garcia Riedel,2
nm1425041,Pat Holden,3
nm0832087,Norman Stone,2
nm0516233,Ambrogio Lo Giudice,1
nm1475657,Birendra Nath Tiwari,1
nm1483080,Sang-hoon Lee,1
nm0154707,Marie-Anne Chazel,1
nm1481789,Shane Marr,1
nm0296829,Serge Frydman,2
nm0003116,Anthony C. Ferrante,3
nm1314116,Saul Dibb,3
nm1486061,Jimmyo Burril,1
nm1068982,Claude Desrosiers,1
nm1480386,George Barry,1
nm0582289,Rudolf Mestdagh,1
nm0634602,Tetsuya Nomura,1
nm1481959,Takeshi Nozue,2
nm0554532,Manuel Martín Cuenca,5
nm0782906,Igor Sekulic,1
nm1595280,James Gartner,1
nm1481650,Geon-dong Lee,1
nm0264624,Teresa Fabik,3
nm1480567,Ahmed Atef,1
nm0445588,Brad Keller,3
nm0396524,Pierre Houle,1
nm1481493,Gil Kenan,3
nm0957454,Philip Zlotorynski,1
nm0314863,Peter Gersina,3
nm0398876,Fow Pyng Hu,1
nm0474861,Raman Kumar,2
nm0596668,Christian Molina,3
nm0042959,Brian Averill,1
nm1280901,Ravi Raja,2
nm1483833,Brian Ging,1
nm1248193,Frank E. Flowers,1
nm0644601,David Ogden,1
nm0824785,Paprika Steen,2
nm0184308,Andrés Couturier,5
nm0819861,Eduardo Sprowls,1
nm1417119,Ameer Sultan,4
nm4767266,Steven Ada,1
nm1466691,Christian Volckman,2
nm1601862,Kresten Vestbjerg Andersen,2
nm1580685,Thorbjørn Christoffersen,5
nm1001234,Linda Krogsøe Holmberg,1
nm0610314,Ric Moxley,1
nm1481060,Léa Fazer,5
nm0011752,Maren Ade,3
nm0382989,David Hickson,1
nm0054625,Rudy Barichello,1
nm0252289,Michael Ekbladh,1
nm1462820,Ashwini Chaudhary,4
nm0714316,Goran Rebic,1
nm0536414,Tova Magnusson,1
nm0274842,Chad Ferrin,6
nm1484994,Greg Page,1
nm1319539,James Felix McKenney,4
nm1533201,Durul Taylan,3
nm1613185,Yagmur Taylan,3
nm0639021,Arne Lindtner Næss,10
nm1488800,Ti West,7
nm1490123,James Wan,10
nm0238841,Don Mancini,3
nm1492802,Shashanka Ghosh,5
nm1492515,Eli B. Despres,1
nm0731324,Kim Roberts,1
nm1485296,Randolph Scott,1
nm0501165,Richard LeMay,5
nm1283973,Abdullah Oguz,4
nm1476251,Sebastián Araya,1
nm0268984,Éléonore Faucher,2
nm0649897,Luis Orjuela,1
nm1465130,Safy Nebbou,6
nm1496051,Dan Polier,1
nm1493388,Kung-Lok Lee,4
nm1494662,Ching-Po Wong,5
nm1090216,Elza Kephart,1
nm0273999,Paul Ferrara,1
nm0836423,Michael Sturminger,2
nm1245306,Shin Misawa,1
nm1564830,Noritsugu Yamaguchi,1
nm0128687,Mike Cahill,1
nm0286914,Martin Forsström,1
nm1496045,Daniel Möllberg,1
nm1496035,Marc Klasfeld,1
nm1496042,Stevan Mena,4
nm0947121,Keren Yedaya,3
nm0039724,Apurva Asrani,1
nm1514776,Ramanjit Juneja,2
nm1493873,Karu Pazhaniappan,2
nm0506518,Lorraine Lévy,4
nm0393799,Tom Hooper,6
nm1480867,Giacomo Cimini,1
nm1491557,Michael Schorr,1
nm1561203,Shôgo Furuya,1
nm1491595,Hiroshi Ishikawa,3
nm1334773,Luca Lucini,8
nm1406740,Florian Habicht,1
nm0778119,Jakob Schäuffelen,1
nm1500124,M. Padmakumar,10
nm0862002,Jacob Thuesen,2
nm0779170,Gavin Scott,1
nm0772325,Mark Schlichter,1
nm1446470,Alvaro Velarde,1
nm0000200,Bill Paxton,1
nm1117507,Larry Blamire,3
nm1110186,Deddy Mizwar,1
nm1091262,Lori Silverbush,1
nm0804619,Michael Skolnik,1
nm0678907,Metod Pevec,3
nm1472334,Miguel Coyula,1
nm1497931,Mark Penney,2
nm1564780,Said Hamed,7
nm0170144,Angelo Colagrossi,2
nm0776893,Andrew Schuth,2
nm1502109,Brian Meece,1
nm1498570,Matías Bize,5
nm0066096,Amal Bedjaoui,1
nm1482291,Marc Selz,2
nm1509945,David Scheinmann,2
nm1720541,David Slade,4
nm1503387,Salvatore Mereu,3
nm0971239,Simon J. Smith,2
nm1272177,Eun-seok Kim,1
nm0932551,Kevin Willmott,4
nm0239788,André Ducharme,1
nm1509943,Sylvain Roy,1
nm0243848,Alberto Durant,1
nm0694737,Bryan Poyser,3
nm1099262,Steve Pasvolsky,1
nm0676671,Scott Peters,1
nm0121653,David J. Burke,1
nm1505934,Tarek Alarian,7
nm0954930,Enid Zentelis,2
nm1558413,Neil Taylor,1
nm1503830,Rob Taylor,1
nm1509885,Hyeong-jun Bae,3
nm1119257,Han-jun Park,1
nm1546956,Steven Green,1
nm1212514,Ganapathy Bharat,2
nm0679154,Chema de la Peña,2
nm1302411,Rasmus A. Sivertsen,10
nm1506162,Vilsoni Hereniko,1
nm1313756,Matthew Bonifacio,2
nm0551358,Joshua Marston,4
nm1365428,Tadeo Garcia,1
nm0478418,Bruce La Bruce,4
nm0426568,Christian Johnston,1
nm1422568,Frank Lama,1
nm0219388,Joel Denning,1
nm1671997,Ali Idris,6
nm1504071,Jerry,1
nm0224801,Yi'nan Diao,3
nm1519279,Jan-Christoph Glaser,4
nm1519314,Carsten Ludwig,3
nm0493468,James P. Lay,1
nm1151613,Christian Vuissa,3
nm1516005,Imtiaz Punjabi,1
nm0632698,Katsumi Nishikawa,1
nm0114583,Ron Brown,2
nm0048918,Sean Baker,5
nm1516804,Shih-Ching Tsou,1
nm1252754,Jin-pyo Park,5
nm1516290,Stefan C. Schaefer,3
nm1515431,Mark Meily,2
nm1212997,Mihail Getsov,1
nm0494066,Isild Le Besco,4
nm1517242,Gidi van Liempd,1
nm0351531,Sirri Gültekin,1
nm0876328,Kunt Tulgar,1
nm1519306,Tom Kuntz,1
nm1512429,Mike Maguire,1
nm0659023,Pan Nalin,3
nm1030914,Salvador Litvak,2
nm1523844,G. Krishna,1
nm1516329,Jerome Elston Scott,1
nm0426059,Rian Johnson,5
nm1519353,Tom Six,6
nm1522294,Ahmad Awwadh,1
nm0054504,Kasper Barfoed,5
nm0459828,Glenn Klinker,1
nm0885473,Michael Valverde,2
nm0084059,Gregg Bishop,4
nm1527087,Mary Pat Kelly,1
nm0825360,David Steiman,1
nm0018636,Mischa Alexander,1
nm0421675,Shelley Jensen,1
nm0803168,Sonu Sisupal,1
nm1519303,Ho-joon Kim,2
nm0322198,Michael Glawogger,4
nm0834893,Susan Stroman,1
nm1531221,Rene Bueno,3
nm1534618,Jin-min Kim,1
nm1567043,Robinson Savary,1
nm0335666,Susannah Grant,1
nm1158638,Nasri Cheppy,1
nm1093039,Mike Flanagan,8
nm0244756,Richard Dutcher,1
nm1533000,Dong-yeob Shin,2
nm1534623,Matthew Marconi,1
nm0802143,K.K. Singh,1
nm1524395,John-Paul Nickel,1
nm0731856,Graham Robertson,1
nm1637852,Holger Tappe,5
nm0603543,Roberto Moreira,2
nm1543860,Sue Corcoran,2
nm0478172,Karsten Kiilerich,4
nm0425364,Jesse V. Johnson,14
nm1541398,Sanjiv Sivan,1
nm0027459,Stephen J. Anderson,2
nm0013158,Atul Agnihotri,2
nm1386587,Gyula Nemes,1
nm1531934,Dennis Iliadis,4
nm0903563,Christof Vorster,1
nm0190780,Gabor Csupo,4
nm1537157,Ji-hoon Kim,4
nm0594151,Marcus Mittermeier,1
nm1532126,Yuri Konopkin,1
nm1394996,Srinivas Bhashyam,2
nm1531700,Aleksey German Jr.,6
nm0200005,Lee Daniels,4
nm1097225,Manuel Flurin Hendry,2
nm1532195,Miguel Ángel Lamata,5
nm0305165,Nyle Cavazos Garcia,1
nm1680304,Sandeep Sawant,1
nm0080387,Sumitra Bhave,3
nm0837788,Sunil Sukthankar,3
nm1547971,Nico B.,1
nm1429471,Jaume Collet-Serra,8
nm1546965,Jeffrey Kramer,1
nm0855903,Bruce Terris,1
nm0281662,Eric Fleming,1
nm1567011,Leonardo Di Cesare,1
nm0679951,Michael Philip,2
nm0579062,Josué Méndez,2
nm1576034,Pablo Sofovich,1
nm0838289,Peter Sullivan,6
nm1211654,Christopher Baldi,1
nm0835294,Teona Strugar Mitevska,4
nm1543879,David Kebo,1
nm1540112,Rudi Liden,1
nm1552541,Rajeev Virani,2
nm1549230,Maria João Ganga,1
nm0299197,Tomoyuki Furumaya,3
nm0876261,Mark Tuit,1
nm1546888,Mike Conway,2
nm0747690,Brigitte Roüan,2
nm1556111,Kapil Kapoor,1
nm0745343,Jayson Rothwell,1
nm0592885,Attila Mispál,1
nm2581582,Sanjay Sharma,3
nm0397174,Byron Howard,3
nm0930261,Chris Williams,3
nm0699315,Fabien Pruvot,1
nm0259847,James Erskine,2
nm1093616,Danny McCullough,1
nm1553326,Seok-beom Kang,2
nm1548263,Mark Borchetta,1
nm0278924,Gábor Fischer,1
nm1556095,Áron Gauder,1
nm1977355,Nathan Greno,1
nm0679806,Jeffrey Phelps,1
nm1556155,Martin Jay Weiss,1
nm1549818,Jiarui Zhang,3
nm0541872,Dharan Mandrayar,1
nm1519287,Ryan Harper,1
nm1066910,In-ho Yun,2
nm0812626,Juan Solanas,2
nm1397160,Tawfik Abu Wael,1
nm1549145,Morgan Jon Fox,1
nm0051470,Mark Bamford,1
nm1002258,Wagner de Assis,4
nm0881565,Pablo Uranga,1
nm0708371,Robert C. Ramirez,1
nm1345923,Philip Cruz,1
nm1548043,Tennyson Bardwell,2
nm0611827,Matt Mulhern,1
nm1585207,Vijjapat Kojiw,1
nm1352003,Songyos Sugmakanan,5
nm1552261,Nithiwat Tharatorn,5
nm1587401,Witthaya Thongyooyong,4
nm1587451,Adisorn Trisirikasem,3
nm0873220,Komgrit Triwimol,2
nm0543182,Andrea Manni,1
nm0412838,Kazuyuki Izutsu,3
nm0280166,Michael T. Fitzgerald Jr.,1
nm1165027,Hyeong-mo Han,1
nm0619923,Olivier Nakache,7
nm0865918,Éric Toledano,7
nm1104944,Heitor Dhalia,6
nm0796694,Gennadiy Sidorov,1
nm0291771,Juan Frausto,2
nm1431376,Dasaradh,5
nm1966558,Dasharth,1
nm0886976,Felix van Groeningen,6
nm1551287,Surapong Pinijkhar,1
nm0286196,Maurizio Forestieri,1
nm1268721,Jim Hanon,1
nm0311400,David Gebroe,1
nm0080324,Pooja Bhatt,4
nm1147848,Frédéric Berthe,5
nm0612664,Laurits Munch-Petersen,2
nm1561201,Morey Fineburgh,1
nm0386729,Yukio Ninagawa,2
nm1174251,Daniel Espinosa,6
nm1203781,Jeong-woo Park,2
nm1271771,Till Franzen,1
nm1139738,Guillermo Rincón,1
nm0554629,Ernesto Martín,1
nm1564132,Lisa Gornick,1
nm0194774,Ghyslaine Côté,2
nm0360460,Lena Hanno,1
nm1564800,Hiram Martinez,1
nm0758033,Vincenzo Salemme,2
nm0500399,Erik Leijonborg,4
nm1006491,John Azpilicueta,1
nm0953686,Ryszard Zatorski,7
nm0191717,Jill Culton,2
nm0820934,Anthony Stacchi,2
nm1561250,Max Newsom,1
nm0622826,Antonio Navarro,1
nm0895752,Arnaud Viard,2
nm0032925,Shinji Aramaki,6
nm1016096,Steven Foster,1
nm0879960,Ekachai Uekrongtham,4
nm0706615,Rich Ragsdale,2
nm0229665,Marek Dobes,1
nm1561184,Antonio Bocola,1
nm1564825,Paolo Vari,1
nm0947447,Donnie Yen,1
nm0938660,Ron Wolotzky,1
nm1570070,A. Raven Cruz,1
nm0736201,Bob Roe,1
nm1440846,Emmanuel Benbihy,1
nm0709182,Jorge Ramírez Suárez,5
nm0588340,Frank Miller,3
nm0024912,Shimit Amin,3
nm0222025,Catharina Deus,1
nm0244691,Laurent Dussaux,1
nm0644688,Naoko Ogigami,7
nm1079001,Eugenio Mira,3
nm0756367,Bernd Sahling,1
nm0323558,Krisztina Goda,4
nm0071776,Geoff Bennett,1
nm0289186,Paul Fox,2
nm0077094,Marcos Bernstein,2
nm0851564,Patrick Tauss,1
nm0905081,Ntshaveni Wa Luruli,1
nm1576218,Olga Stolpovskaja,1
nm1511214,Dmitriy Troitskiy,1
nm0771546,Ryan Schifrin,1
nm1569807,Dong-hoon Choi,6
nm0402365,Bruce Hunt,1
nm0461865,Roy Knyrim,2
nm0175305,Kevin Connolly,3
nm0851864,Sam Taybi,1
nm0409036,Terry Ingram,4
nm0803547,Annette Sjursen,2
nm0619851,Marek Najbrt,4
nm0244782,Laure Duthilleul,1
nm1575860,Mahmoud Shoolizadeh,1
nm1637792,Martin Kotík,2
nm0962358,Brian Petersen,1
nm1589671,David Jarab,1
nm1022334,Hatsuki Tsuji,1
nm0004586,Byron Werner,2
nm1371011,Kyle Dean Jackson,1
nm1284023,Alan Pao,3
nm0222150,Prabhu Deva,13
nm1042930,Bill Marchant,1
nm0000630,Liev Schreiber,1
nm0220600,Scott Derrickson,5
nm0256820,Sylke Enders,2
nm1337202,Marc Levie,1
nm0473234,Jan Krüger,4
nm1584150,Frédéric Balekdjian,2
nm1009774,María Lidón,2
nm1583413,Yasuaki Nakajima,1
nm1587769,Muhammad Yasin,1
nm0465894,Lena Koppel,4
nm0002758,Jean-Claude Schlim,1
nm1593366,Ravi Sharma Shankar,1
nm1633036,Ron McLellen,1
nm0003697,Florian Henckel von Donnersmarck,3
nm1314221,Heiki Ernits,3
nm0702505,Janno Põldma,3
nm0870592,Michael Traeger,1
nm1637798,Carl Lindbergh,4
nm1037893,Rodney Henson,1
nm0190860,Carlos Cuarón,2
nm0031976,Judd Apatow,6
nm0931727,Steve 'Spaz' Williams,1
nm2073287,Patrick Desmond,1
nm1059171,Vicente Peñarrocha,2
nm0222204,Rich Devaney,1
nm1589546,Kazuaki Kiriya,3
nm0159483,Matt Chow,4
nm1589678,Marija Perovic,2
nm0026862,Jane Anderson,1
nm1046580,Caroline Roboh,1
nm0648344,Gulshat Omarova,3
nm1589646,Steen Agro,1
nm0417306,Karel Janák,5
nm1589673,Felipe Joffily,5
nm1375024,Alejandro Fadel,3
nm1375777,Martín Mauregui,1
nm1377207,Santiago Mitre,4
nm1376388,Juan Schnitman,2
nm1242062,Arie Posin,2
nm1310383,Du-yeong Kim,1
nm0136673,Margarida Cardoso,1
nm1060975,Keiichi Hara,10
nm1595315,Sang-guk Nam,1
nm0340880,David Grieco,2
nm1219963,David Moreau,4
nm0658837,Xavier Palud,3
nm1595300,Jeong-cheol Lee,1
nm1595301,Chan-sang Lim,2
nm0383688,Shinji Higuchi,7
nm0323219,Cellin Gluck,4
nm0501359,Darren Lemke,1
nm1636692,Ihab Lam'i,1
nm1178749,Ihab Lamey,2
nm0235584,Mikael Dovlatyan,1
nm1203867,Viktor Polesný,1
nm0016966,Nicolai Albrecht,1
nm0914534,Cameron Watson,1
nm0689076,Ana Poliak,1
nm0847751,Ákos Barnóczky,1
nm0632893,Frank Nissen,1
nm0251774,Fernando Eimbcke,5
nm0485016,Franck Landron,1
nm1053371,Duncan Tucker,1
nm0229380,Dmitriy Fiks,2
nm1597607,Marc Rosenbush,1
nm0198460,John Daly,2
nm1098586,Ra'up McGee,1
nm0497460,James Lee,2
nm0239001,Fabrice du Welz,6
nm0881303,Jûkichi Uno,1
nm0033578,Jeff Arch,1
nm1420178,Pau Freixas,2
nm0298691,Stephen Fung,4
nm0447583,David Kendall,1
nm0422775,John Alexander Jimenez,1
nm1470996,David Munro,1
nm0025117,Álvaro del Amo,1
nm1773566,Bernardo Belzunegui,1
nm0766273,Tatsuo Satô,1
nm0074488,Paul Mayeda Berges,1
nm1463981,Çagan Irmak,13
nm1637859,Pater Sparrow,1
nm1635714,Jagan,2
nm1098492,Andreas Marschall,3
nm0850914,Ilmar Taska,1
nm0257891,John Ennis,1
nm0498212,Sang-il Lee,6
nm1600822,Bernard Jeanjean,3
nm0831457,Josh Stolberg,6
nm1618188,Santram Varma,1
nm1637801,Michael Mabbott,2
nm0258128,Jason Ensler,1
nm1618161,Rohit Manash,1
nm7665605,Rohit Naiyar,1
nm1600835,Manish Robin,1
nm2083605,Manish Sharma,2
nm0497259,Fay Ann Lee,1
nm0833627,Charlie Stratton,1
nm1636742,Leena Yadav,4
nm0671149,Yves Pelletier,1
nm1184621,Matt Checkowski,1
nm0971574,Kurt Mattila,1
nm1626425,Sreenu Vaitla,14
nm0468155,Mario Kovac,2
nm1625678,Kresimir Pauk,2
nm1625721,Ivan Ramljak,2
nm0330100,Clive Gordon,1
nm0998389,Sang-gon Yoo,1
nm1348553,Jörg Andreas,1
nm0457588,Lek Kitaparaporn,1
nm1636674,León Errázuriz,3
nm1661840,Bobby Wood,1
nm1048516,Alex Bowen,1
nm1263390,Pearse Elliott,1
nm0015121,Ezel Akay,4
nm0280814,Jennifer Flackett,1
nm0505662,Mark Levin,2
nm0305623,Santiago García de Leániz,1
nm1036723,Valérie Minetto,1
nm1615927,Tae-kyeong Kim,3
nm0691953,Gilles Porte,1
nm1203923,Sathyan Ramesh,1
nm1636694,Janez Lapajne,3
nm1422080,Blake Van de Graaf,1
nm0453262,Jaak Kilmi,2
nm1628201,René Reinumägi,1
nm1006419,Jay Alaimo,3
nm1464507,Alexandra Leclère,5
nm1371637,Neil Oseman,1
nm1618150,Jessica Kavana Dornbusch,1
nm1574779,Matt Pizzolo,2
nm1282664,Lucía Cedrón,2
nm0770052,Marcelo Schapces,1
nm1015002,Anghus Houvouras,1
nm1206722,Laurenti M. Dyogi,1
nm0779386,Jordan Scott,2
nm0078363,Diane Bertrand,1
nm1362432,Jérôme Salle,4
nm0270780,Kathrin Feistl,1
nm0139905,Joan Carr-Wiggin,5
nm1380193,Rodolfo Guzmán,1
nm1625001,Héctor Rodríguez,1
nm0971187,Pancho Rodríguez,1
nm0044766,Agasi Babayan,1
nm0719307,Johan Renck,1
nm0374265,Raoul W. Heimrich,2
nm1636819,Yvonne Wunschel,1
nm0057825,Mário Barroso,2
nm0155741,Cheran,2
nm1637832,Daniel Roby,5
nm1217257,Ulrich Meczulat,1
nm0066177,Václav Bedrich,1
nm1288712,Cécile Telerman,3
nm1223294,Homi Adajania,4
nm1636714,V.V.S. Ram,1
nm0097785,Rose Bosch,3
nm0207640,Vincent De Brus,2
nm1398221,Jonas Kvist Jensen,1
nm0418982,Julian Jarrold,5
nm0491021,Carole Laure,2
nm0958561,Xawery Zulawski,3
nm0916754,Scott Weber,1
nm1206631,Ezequiel Crupnicoff,1
nm1040343,Hendrik Hölzemann,1
nm1561205,Hadi Hajaig,3
nm1844237,Chris Miller,2
nm0401203,Raman Hui,3
nm0904192,Victor Vu,12
