year,month,genre,duration,first country,second country,Is second country,first language,second language,Is second language,production company,budget,first actor age,first actor amount of movies,first actor gender,second actor age,second actor amount of movies,second actor gender,director amount of movies,average rating
2004.0,6.0,1103.0,88,1.0,-1.0,0,1.0,-1.0,0,16932.0,400000.0,27.0,4.0,1.0,28.0,1.0,2.0,1.0,4.1
2001.0,11.0,1557.0,102,1.0,-1.0,0,1.0,-1.0,0,366.0,53000000.0,32.0,20.0,2.0,33.0,19.0,1.0,7.0,5.6
2001.0,7.0,1472.0,109,1.0,-1.0,0,1.0,-1.0,0,16943.0,100000.0,17.0,7.0,2.0,42.0,24.0,1.0,3.0,5.2
2001.0,10.0,103.0,124,6.0,8.0,1,1.0,3.0,1,4.0,68000000.0,58.0,71.0,1.0,32.0,17.0,1.0,10.0,6.8
2001.0,8.0,26.0,88,1.0,-1.0,0,1.0,5.0,1,53.0,35000000.0,13.0,10.0,2.0,9.0,7.0,1.0,19.0,5.5
2001.0,12.0,84.0,93,2.0,8.0,1,1.0,-1.0,0,246.0,27000000.0,53.0,52.0,1.0,40.0,19.0,1.0,17.0,6.3
2000.0,7.0,1472.0,87,1.0,-1.0,0,1.0,-1.0,0,7191.0,100000.0,27.0,23.0,2.0,42.0,2.0,2.0,11.0,6.2
2001.0,9.0,204.0,98,1.0,-1.0,0,1.0,-1.0,0,60.0,28000000.0,27.0,15.0,2.0,32.0,19.0,1.0,18.0,4.9
2001.0,11.0,1208.0,101,2.0,-1.0,0,1.0,-1.0,0,4450.0,5000000.0,50.0,36.0,1.0,36.0,11.0,1.0,2.0,6.4
2000.0,3.0,146.0,135,1.0,-1.0,0,1.0,5.0,1,66.0,65000000.0,39.0,26.0,2.0,36.0,35.0,1.0,13.0,6.2
2000.0,10.0,1299.0,106,4.0,-1.0,0,3.0,-1.0,0,347.0,14000000.0,52.0,36.0,1.0,34.0,33.0,1.0,4.0,6.9
2000.0,2.0,1236.0,100,8.0,-1.0,0,1.0,-1.0,0,16961.0,4000000.0,64.0,44.0,1.0,35.0,8.0,2.0,1.0,4.8
2001.0,6.0,1063.0,97,1.0,8.0,1,1.0,-1.0,0,366.0,10000000.0,44.0,8.0,1.0,61.0,45.0,1.0,2.0,5.8
2002.0,1.0,1472.0,107,4.0,6.0,1,3.0,-1.0,0,141.0,13785146.0,38.0,11.0,2.0,74.0,51.0,1.0,6.0,5.9
2000.0,12.0,609.0,90,1.0,-1.0,0,1.0,6.0,1,438.0,15000000.0,32.0,7.0,1.0,32.0,1.0,1.0,2.0,3.9
2001.0,12.0,24.0,95,1.0,-1.0,0,1.0,3.0,1,190.0,120000000.0,40.0,19.0,1.0,52.0,10.0,1.0,3.0,6.9
2000.0,11.0,1123.0,93,1.0,6.0,1,1.0,5.0,1,5.0,48000000.0,32.0,31.0,1.0,35.0,12.0,2.0,11.0,6.0
1992.0,6.0,1236.0,96,5.0,-1.0,0,4.0,-1.0,0,2208.0,90000.0,25.0,1.0,2.0,29.0,3.0,1.0,25.0,5.6
2001.0,9.0,1894.0,101,14.0,1.0,1,1.0,-1.0,0,6926.0,17000000.0,34.0,45.0,2.0,37.0,8.0,1.0,7.0,7.6
2000.0,1.0,1061.0,76,2.0,-1.0,0,1.0,-1.0,0,7198.0,1200000.0,27.0,3.0,1.0,26.0,1.0,2.0,8.0,5.4
2001.0,4.0,1557.0,119,1.0,-1.0,0,1.0,-1.0,0,2.0,40000000.0,37.0,44.0,1.0,26.0,29.0,2.0,10.0,6.7
2001.0,11.0,1575.0,108,24.0,2.0,1,1.0,-1.0,0,16978.0,6000000.0,54.0,40.0,1.0,37.0,3.0,2.0,4.0,6.8
2001.0,8.0,26.0,92,9.0,1.0,1,1.0,-1.0,0,16980.0,21150000.0,62.0,7.0,1.0,43.0,8.0,2.0,14.0,4.8
2002.0,5.0,103.0,96,1.0,6.0,1,1.0,-1.0,0,16981.0,10000000.0,29.0,28.0,1.0,20.0,9.0,1.0,2.0,5.7
2001.0,2.0,1123.0,87,6.0,8.0,1,1.0,-1.0,0,713.0,49000000.0,36.0,13.0,1.0,30.0,5.0,2.0,7.0,5.5
2001.0,5.0,239.0,95,8.0,1.0,1,1.0,-1.0,0,16983.0,952154.7695999999,39.0,9.0,2.0,45.0,8.0,1.0,2.0,3.1
2001.0,9.0,115.0,106,1.0,6.0,1,1.0,5.0,1,6.0,38000000.0,34.0,19.0,1.0,28.0,19.0,1.0,13.0,6.8
2001.0,2.0,84.0,125,1.0,-1.0,0,1.0,-1.0,0,366.0,62000000.0,50.0,40.0,1.0,46.0,38.0,1.0,3.0,6.0
2002.0,2.0,146.0,108,1.0,17.0,1,1.0,5.0,1,2.0,85000000.0,55.0,32.0,1.0,38.0,23.0,1.0,12.0,5.5
2000.0,1.0,236.0,172,10.0,-1.0,0,8.0,1.0,1,890.0,1917790.5599999998,26.0,22.0,1.0,25.0,17.0,2.0,12.0,6.9
2003.0,5.0,239.0,138,1.0,-1.0,0,1.0,3.0,1,2.0,150000000.0,39.0,44.0,1.0,42.0,25.0,1.0,7.0,7.2
2001.0,11.0,1063.0,95,1.0,-1.0,0,1.0,3.0,1,438.0,8000000.0,56.0,32.0,1.0,35.0,26.0,2.0,1.0,5.8
2000.0,10.0,1303.0,87,8.0,6.0,1,1.0,-1.0,0,2324.0,3000000.0,32.0,23.0,1.0,42.0,46.0,1.0,29.0,2.6
2001.0,8.0,1103.0,104,1.0,-1.0,0,1.0,-1.0,0,2.0,34000000.0,25.0,12.0,1.0,19.0,16.0,2.0,2.0,5.1
2000.0,5.0,24.0,93,5.0,-1.0,0,4.0,-1.0,0,1272.0,16000000.0,35.0,7.0,2.0,33.0,5.0,1.0,25.0,5.9
2002.0,6.0,1239.0,103,1.0,-1.0,0,1.0,-1.0,0,66.0,18000000.0,43.0,41.0,1.0,43.0,24.0,1.0,9.0,7.1
2001.0,7.0,1169.0,98,8.0,1.0,1,1.0,-1.0,0,6.0,39000000.0,22.0,14.0,2.0,26.0,17.0,2.0,2.0,5.4
2001.0,4.0,527.0,123,1.0,17.0,1,1.0,5.0,1,39.0,57000000.0,38.0,35.0,1.0,34.0,28.0,2.0,10.0,6.1
2001.0,6.0,949.0,95,6.0,8.0,1,1.0,-1.0,0,35.0,9000000.0,21.0,25.0,2.0,24.0,18.0,1.0,6.0,6.3
2001.0,6.0,1106.0,109,1.0,18.0,1,1.0,5.0,1,3.0,21000000.0,48.0,41.0,1.0,50.0,17.0,1.0,17.0,6.1
2001.0,11.0,29.0,142,4.0,-1.0,0,3.0,6.0,1,10.0,29000000.0,36.0,12.0,1.0,37.0,16.0,1.0,5.0,7.0
2001.0,10.0,1239.0,124,1.0,-1.0,0,1.0,-1.0,0,118.0,35000000.0,64.0,39.0,1.0,34.0,14.0,1.0,5.0,6.8
2000.0,6.0,1912.0,101,1.0,-1.0,0,1.0,5.0,1,3063.0,3000000.0,48.0,35.0,1.0,62.0,9.0,1.0,2.0,3.6
2001.0,1.0,1512.0,120,8.0,-1.0,0,3.0,1.0,1,463.0,2459733.1547999997,40.0,11.0,1.0,39.0,1.0,2.0,5.0,7.2
2001.0,11.0,1536.0,131,2.0,4.0,1,1.0,51.0,1,6.0,57000000.0,37.0,77.0,1.0,27.0,38.0,2.0,11.0,5.9
2002.0,7.0,144.0,107,1.0,-1.0,0,1.0,-1.0,0,53.0,20000000.0,28.0,30.0,1.0,43.0,19.0,1.0,3.0,7.4
2002.0,5.0,1490.0,101,1.0,9.0,1,1.0,-1.0,0,2.0,35000000.0,23.0,2.0,2.0,30.0,8.0,1.0,5.0,5.3
2001.0,6.0,241.0,100,1.0,-1.0,0,1.0,-1.0,0,34.0,17000000.0,41.0,41.0,1.0,46.0,10.0,1.0,23.0,5.4
2000.0,8.0,115.0,122,15.0,1.0,1,11.0,1.0,1,96.0,1500000.0,29.0,5.0,1.0,49.0,11.0,1.0,14.0,7.8
2002.0,10.0,1094.0,104,1.0,-1.0,0,1.0,-1.0,0,6803.0,12000000.0,20.0,5.0,1.0,18.0,15.0,2.0,1.0,7.0
2002.0,7.0,1544.0,185,10.0,-1.0,0,8.0,-1.0,0,1278.0,6849251.999999999,37.0,51.0,1.0,29.0,26.0,2.0,8.0,7.6
2001.0,7.0,84.0,88,1.0,-1.0,0,1.0,5.0,1,17047.0,24000000.0,33.0,4.0,1.0,33.0,9.0,1.0,8.0,5.5
2001.0,9.0,1517.0,129,4.0,6.0,1,3.0,-1.0,0,7131.0,7020000.0,29.0,2.0,2.0,55.0,3.0,1.0,25.0,6.9
2004.0,1.0,29.0,148,10.0,-1.0,0,28.0,8.0,1,7211.0,3424625.9999999995,49.0,50.0,1.0,32.0,4.0,2.0,6.0,5.8
2001.0,10.0,87.0,87,1.0,9.0,1,1.0,-1.0,0,2.0,60000000.0,43.0,29.0,1.0,26.0,13.0,1.0,2.0,5.1
2001.0,10.0,1061.0,90,6.0,1.0,1,1.0,-1.0,0,528.0,12000000.0,52.0,36.0,1.0,76.0,38.0,1.0,14.0,5.3
2001.0,1.0,1075.0,122,4.0,6.0,1,3.0,-1.0,0,10.0,7000000.0,46.0,18.0,1.0,28.0,5.0,2.0,6.0,6.0
2000.0,4.0,1060.0,84,18.0,-1.0,0,1.0,-1.0,0,17055.0,1400000.0,26.0,8.0,1.0,23.0,10.0,2.0,1.0,5.0
2001.0,5.0,1072.0,90,1.0,9.0,1,1.0,24.0,1,3.0,22000000.0,23.0,13.0,1.0,34.0,15.0,1.0,14.0,5.9
2001.0,6.0,1193.0,95,1.0,-1.0,0,1.0,-1.0,0,5.0,25000000.0,22.0,11.0,1.0,31.0,30.0,2.0,4.0,5.0
2001.0,4.0,1542.0,126,13.0,4.0,1,9.0,-1.0,0,7214.0,9540000.0,36.0,1.0,2.0,38.0,1.0,1.0,20.0,7.0
2001.0,5.0,1094.0,103,4.0,-1.0,0,3.0,-1.0,0,903.0,4500000.0,73.0,51.0,1.0,33.0,24.0,2.0,5.0,6.6
2001.0,8.0,1110.0,87,1.0,-1.0,0,1.0,-1.0,0,5.0,70000000.0,40.0,36.0,1.0,37.0,7.0,1.0,7.0,4.7
2004.0,11.0,1521.0,111,6.0,25.0,1,6.0,1.0,1,17069.0,2973500.0,23.0,4.0,1.0,42.0,4.0,1.0,1.0,6.1
2002.0,10.0,29.0,132,2.0,1.0,1,1.0,-1.0,0,4.0,35000000.0,23.0,13.0,1.0,24.0,22.0,1.0,6.0,6.5
2001.0,4.0,581.0,147,13.0,4.0,1,9.0,3.0,1,218.0,11045916.0,24.0,27.0,1.0,30.0,22.0,1.0,32.0,5.7
2001.0,12.0,1345.0,116,1.0,-1.0,0,1.0,9.0,1,2.0,85000000.0,40.0,32.0,1.0,38.0,35.0,1.0,27.0,7.7
2000.0,4.0,1094.0,91,1.0,-1.0,0,1.0,-1.0,0,17073.0,500000.0,36.0,3.0,1.0,27.0,2.0,2.0,1.0,5.1
2001.0,12.0,1193.0,90,1.0,8.0,1,1.0,3.0,1,35.0,28000000.0,35.0,51.0,1.0,28.0,24.0,2.0,10.0,6.9
2004.0,3.0,1472.0,141,1.0,2.0,1,1.0,3.0,1,92.0,23000000.0,28.0,23.0,2.0,22.0,7.0,2.0,11.0,6.2
2002.0,4.0,2040.0,88,1.0,-1.0,0,1.0,-1.0,0,3020.0,3500000.0,35.0,4.0,1.0,34.0,1.0,2.0,1.0,2.2
2000.0,2.0,1557.0,121,2.0,1.0,1,1.0,3.0,1,35.0,25000000.0,36.0,43.0,2.0,66.0,19.0,2.0,24.0,7.2
2002.0,4.0,1239.0,91,1.0,-1.0,0,1.0,-1.0,0,17078.0,750000.0,32.0,1.0,1.0,48.0,4.0,2.0,1.0,5.1
2000.0,3.0,1060.0,87,50.0,6.0,1,85.0,1.0,1,638.0,783789.1,50.0,1.0,2.0,24.0,1.0,2.0,5.0,2.8
2001.0,12.0,593.0,152,2.0,1.0,1,1.0,-1.0,0,2.0,125000000.0,12.0,22.0,1.0,13.0,4.0,1.0,15.0,7.6
2002.0,8.0,1060.0,88,1.0,-1.0,0,1.0,-1.0,0,148.0,13000000.0,24.0,5.0,1.0,45.0,1.0,1.0,1.0,5.9
1990.0,11.0,1060.0,90,27.0,-1.0,0,64.0,-1.0,0,2945.0,301836.4,37.0,7.0,1.0,40.0,3.0,1.0,4.0,4.6
2001.0,3.0,1517.0,118,1.0,-1.0,0,1.0,-1.0,0,198.0,30000000.0,27.0,18.0,2.0,32.0,5.0,1.0,7.0,6.1
2000.0,6.0,1188.0,83,1.0,-1.0,0,1.0,4.0,1,5.0,13000000.0,22.0,14.0,1.0,24.0,18.0,1.0,4.0,5.5
2001.0,3.0,115.0,101,1.0,8.0,1,1.0,-1.0,0,2.0,50000000.0,49.0,29.0,1.0,31.0,7.0,1.0,6.0,5.6
2001.0,8.0,1063.0,99,1.0,-1.0,0,1.0,-1.0,0,2332.0,5500000.0,24.0,11.0,2.0,25.0,9.0,1.0,9.0,4.9
2001.0,8.0,1554.0,102,2.0,-1.0,0,1.0,-1.0,0,10.0,5770985.34125353,19.0,14.0,2.0,25.0,3.0,1.0,7.0,6.2
2001.0,11.0,1231.0,97,1.0,-1.0,0,1.0,-1.0,0,17089.0,700000.0,55.0,18.0,1.0,17.0,13.0,1.0,6.0,7.1
2003.0,11.0,239.0,129,1.0,-1.0,0,1.0,3.0,1,2.0,150000000.0,39.0,44.0,1.0,42.0,25.0,1.0,7.0,6.8
2001.0,9.0,111.0,100,1.0,-1.0,0,1.0,-1.0,0,2.0,6000000.0,37.0,21.0,1.0,54.0,5.0,1.0,4.0,4.8
2003.0,6.0,1557.0,109,2.0,1.0,1,1.0,-1.0,0,473.0,12000000.0,22.0,15.0,2.0,57.0,17.0,2.0,2.0,6.6
2001.0,2.0,1894.0,96,1.0,-1.0,0,1.0,-1.0,0,2.0,29000000.0,30.0,15.0,2.0,32.0,4.0,1.0,4.0,4.9
2001.0,11.0,1231.0,116,2.0,1.0,1,1.0,9.0,1,1063.0,20000000.0,46.0,31.0,1.0,44.0,17.0,2.0,18.0,7.5
2001.0,10.0,1103.0,97,2.0,4.0,1,1.0,-1.0,0,35.0,25000000.0,32.0,26.0,2.0,41.0,41.0,1.0,3.0,6.7
2001.0,1.0,1557.0,85,1.0,5.0,1,1.0,-1.0,0,17096.0,1600000.0,41.0,4.0,1.0,22.0,2.0,1.0,2.0,7.0
2001.0,4.0,1562.0,127,2.0,6.0,1,1.0,114.0,1,437.0,11000000.0,31.0,17.0,1.0,36.0,10.0,1.0,6.0,6.6
2001.0,10.0,147.0,113,8.0,-1.0,0,1.0,-1.0,0,1281.0,10315010.003999999,33.0,23.0,1.0,34.0,4.0,1.0,39.0,5.2
2000.0,12.0,103.0,106,1.0,-1.0,0,1.0,-1.0,0,7216.0,600000.0,44.0,94.0,1.0,30.0,16.0,1.0,4.0,5.3
2005.0,8.0,593.0,95,2.0,6.0,1,1.0,-1.0,0,4467.0,27000000.0,49.0,15.0,1.0,14.0,2.0,1.0,8.0,5.3
2000.0,10.0,1892.0,91,20.0,-1.0,0,12.0,-1.0,0,4286.0,176016.18,33.0,1.0,1.0,28.0,1.0,1.0,2.0,5.4
2001.0,10.0,1060.0,84,4.0,-1.0,0,3.0,-1.0,0,26.0,17123400.0,51.0,65.0,1.0,53.0,108.0,1.0,12.0,7.0
2001.0,3.0,230.0,98,9.0,11.0,1,1.0,-1.0,0,641.0,2148612.03,28.0,23.0,2.0,30.0,15.0,1.0,3.0,6.4
1999.0,1.0,24.0,85,5.0,-1.0,0,1.0,4.0,1,4468.0,1102146.72,29.0,2.0,2.0,31.0,1.0,2.0,2.0,7.2
2002.0,8.0,489.0,77,1.0,-1.0,0,1.0,-1.0,0,3.0,120000000.0,41.0,19.0,1.0,46.0,14.0,2.0,7.0,5.5
2001.0,9.0,147.0,125,1.0,-1.0,0,1.0,4.0,1,17101.0,14000000.0,40.0,19.0,1.0,35.0,39.0,1.0,5.0,7.0
2001.0,4.0,1193.0,97,1.0,-1.0,0,1.0,-1.0,0,2296.0,5000000.0,37.0,9.0,2.0,42.0,4.0,1.0,6.0,6.6
2002.0,5.0,1193.0,96,1.0,2.0,1,1.0,-1.0,0,35.0,17000000.0,24.0,19.0,1.0,24.0,4.0,2.0,9.0,5.6
2000.0,5.0,1103.0,118,24.0,20.0,1,43.0,9.0,1,262.0,1000000.0,31.0,20.0,1.0,35.0,2.0,2.0,10.0,7.0
2001.0,8.0,1094.0,108,6.0,-1.0,0,1.0,-1.0,0,1082.0,8000000.0,38.0,22.0,1.0,32.0,20.0,2.0,21.0,4.7
2001.0,3.0,253.0,94,1.0,-1.0,0,1.0,-1.0,0,118.0,35000000.0,25.0,27.0,1.0,25.0,5.0,1.0,7.0,6.0
2001.0,3.0,1193.0,98,1.0,-1.0,0,1.0,-1.0,0,2303.0,500000.0,57.0,5.0,1.0,57.0,12.0,2.0,2.0,6.3
2000.0,12.0,1514.0,115,4.0,6.0,1,3.0,-1.0,0,7140.0,21000000.0,26.0,31.0,1.0,31.0,1.0,1.0,4.0,6.9
2000.0,2.0,2040.0,95,8.0,28.0,1,1.0,-1.0,0,246.0,3500000.0,26.0,15.0,2.0,37.0,8.0,1.0,16.0,5.2
2001.0,9.0,115.0,99,1.0,-1.0,0,1.0,6.0,1,17103.0,102000000.0,47.0,50.0,1.0,33.0,27.0,1.0,5.0,6.5
2001.0,9.0,147.0,112,26.0,2.0,1,50.0,6.0,1,1519.0,5000000.0,39.0,12.0,1.0,19.0,8.0,1.0,9.0,7.2
2000.0,8.0,1094.0,104,21.0,-1.0,0,15.0,-1.0,0,3.0,1900000.0,46.0,3.0,2.0,70.0,7.0,1.0,8.0,6.9
2001.0,6.0,1193.0,97,1.0,-1.0,0,1.0,-1.0,0,67.0,23000000.0,33.0,19.0,2.0,38.0,21.0,1.0,4.0,6.1
2001.0,6.0,1560.0,121,2.0,9.0,1,1.0,-1.0,0,1868.0,20000000.0,32.0,32.0,2.0,49.0,2.0,1.0,10.0,6.4
2001.0,5.0,1240.0,95,1.0,30.0,1,1.0,-1.0,0,2168.0,7500000.0,13.0,10.0,1.0,46.0,48.0,1.0,4.0,6.8
2001.0,12.0,115.0,94,36.0,1.0,1,1.0,-1.0,0,260.0,6000000.0,35.0,16.0,1.0,32.0,8.0,2.0,1.0,3.9
2001.0,6.0,206.0,90,1.0,-1.0,0,1.0,-1.0,0,60.0,15000000.0,29.0,3.0,1.0,24.0,4.0,1.0,11.0,5.3
2001.0,11.0,1103.0,87,1.0,-1.0,0,1.0,-1.0,0,17124.0,1500000.0,36.0,5.0,1.0,38.0,2.0,1.0,2.0,5.8
2001.0,12.0,1060.0,118,14.0,13.0,1,1.0,5.0,1,189.0,9500000.0,54.0,25.0,1.0,68.0,19.0,1.0,10.0,5.3
2001.0,5.0,1472.0,115,17.0,-1.0,0,1.0,-1.0,0,1460.0,8000000.0,33.0,3.0,1.0,12.0,1.0,1.0,3.0,3.8
2001.0,3.0,1103.0,108,2.0,6.0,1,1.0,3.0,1,7223.0,6000000.0,43.0,21.0,2.0,45.0,10.0,2.0,3.0,5.8
2001.0,4.0,493.0,125,5.0,-1.0,0,4.0,-1.0,0,2927.0,19000000.0,11.0,3.0,2.0,64.0,15.0,2.0,12.0,8.6
2002.0,6.0,147.0,134,1.0,-1.0,0,1.0,126.0,1,1.0,115000000.0,38.0,77.0,1.0,30.0,13.0,1.0,26.0,6.1
2001.0,11.0,1472.0,106,17.0,-1.0,0,5.0,-1.0,0,17129.0,2000000.0,31.0,26.0,2.0,23.0,28.0,1.0,8.0,7.6
2001.0,3.0,1694.0,91,1.0,8.0,1,1.0,-1.0,0,2.0,42000000.0,48.0,6.0,1.0,28.0,9.0,2.0,2.0,5.6
2001.0,4.0,529.0,91,1.0,-1.0,0,1.0,-1.0,0,3.0,17700000.0,37.0,13.0,1.0,25.0,1.0,2.0,4.0,6.0
2003.0,8.0,88.0,104,1.0,8.0,1,1.0,20.0,1,1.0,52000000.0,48.0,59.0,1.0,27.0,18.0,1.0,1.0,5.5
2002.0,5.0,29.0,131,2.0,1.0,1,1.0,-1.0,0,20.0,35000000.0,34.0,19.0,1.0,35.0,29.0,1.0,8.0,7.8
2001.0,8.0,1912.0,88,1.0,-1.0,0,1.0,-1.0,0,3063.0,3000000.0,47.0,29.0,1.0,53.0,14.0,2.0,3.0,4.1
2001.0,2.0,1094.0,80,27.0,-1.0,0,64.0,-1.0,0,716.0,800000.0,39.0,13.0,1.0,33.0,2.0,1.0,3.0,6.9
2001.0,12.0,1072.0,107,2.0,6.0,1,1.0,-1.0,0,533.0,6000000.0,53.0,1.0,1.0,39.0,4.0,1.0,5.0,6.1
2004.0,5.0,2040.0,92,1.0,-1.0,0,1.0,-1.0,0,17148.0,1000000.0,31.0,19.0,1.0,29.0,13.0,1.0,1.0,6.5
2000.0,6.0,1103.0,98,6.0,92.0,1,98.0,11.0,1,115.0,2623000.0,17.0,1.0,2.0,36.0,7.0,1.0,4.0,6.7
2001.0,8.0,83.0,95,6.0,-1.0,0,6.0,9.0,1,4471.0,3721000.0,34.0,2.0,1.0,26.0,1.0,1.0,6.0,5.1
2002.0,2.0,41.0,133,2.0,1.0,1,1.0,7.0,1,418.0,142000000.0,49.0,41.0,1.0,36.0,23.0,2.0,9.0,6.1
2002.0,5.0,1075.0,85,1.0,-1.0,0,1.0,-1.0,0,20.0,40000000.0,49.0,21.0,1.0,48.0,12.0,2.0,11.0,6.5
2000.0,11.0,1243.0,103,5.0,-1.0,0,1.0,2.0,1,191.0,18369.112,22.0,1.0,1.0,30.0,6.0,2.0,56.0,6.3
2001.0,12.0,1061.0,92,1.0,8.0,1,1.0,-1.0,0,7013.0,9000000.0,32.0,44.0,1.0,48.0,21.0,1.0,1.0,6.4
2001.0,6.0,1193.0,108,6.0,-1.0,0,6.0,-1.0,0,3077.0,12000000.0,25.0,3.0,1.0,63.0,16.0,1.0,7.0,5.8
2001.0,2.0,38.0,104,6.0,36.0,1,1.0,-1.0,0,260.0,40000000.0,31.0,2.0,1.0,58.0,84.0,2.0,20.0,4.9
2001.0,11.0,1552.0,113,1.0,-1.0,0,1.0,-1.0,0,3067.0,6000000.0,21.0,25.0,1.0,17.0,15.0,2.0,4.0,8.0
2001.0,4.0,1123.0,83,6.0,-1.0,0,6.0,-1.0,0,2908.0,2013000.0,33.0,6.0,1.0,30.0,12.0,2.0,1.0,5.1
2002.0,10.0,1240.0,97,2.0,4.0,1,9.0,1.0,1,35.0,11000000.0,33.0,32.0,2.0,28.0,12.0,1.0,11.0,7.0
2002.0,9.0,1557.0,118,6.0,8.0,1,1.0,11.0,1,7227.0,5000000.0,35.0,16.0,2.0,46.0,7.0,1.0,17.0,6.3
2001.0,9.0,1472.0,94,4.0,16.0,1,3.0,-1.0,0,10.0,3060000.0,42.0,18.0,1.0,40.0,4.0,2.0,2.0,6.3
2002.0,3.0,240.0,98,1.0,6.0,1,1.0,11.0,1,1513.0,70000000.0,23.0,11.0,1.0,54.0,36.0,1.0,11.0,3.1
2001.0,6.0,1060.0,95,1.0,-1.0,0,1.0,-1.0,0,148.0,11000000.0,28.0,9.0,2.0,27.0,10.0,1.0,1.0,5.4
2001.0,2.0,1472.0,98,1.0,-1.0,0,1.0,16.0,1,17161.0,1500000.0,21.0,18.0,1.0,23.0,2.0,2.0,2.0,7.2
2001.0,9.0,202.0,111,1.0,19.0,1,1.0,-1.0,0,516.0,15000000.0,34.0,5.0,1.0,33.0,30.0,2.0,10.0,4.6
2001.0,1.0,146.0,99,8.0,2.0,1,1.0,-1.0,0,1281.0,24597331.547999997,48.0,25.0,1.0,46.0,10.0,2.0,7.0,5.1
2001.0,6.0,1572.0,105,1.0,-1.0,0,1.0,-1.0,0,3065.0,10000000.0,42.0,33.0,1.0,61.0,45.0,1.0,6.0,5.0
2000.0,5.0,1243.0,114,29.0,-1.0,0,5.0,-1.0,0,17166.0,1500000.0,43.0,24.0,1.0,28.0,8.0,1.0,2.0,7.9
2001.0,10.0,1117.0,111,1.0,2.0,1,1.0,31.0,1,22.0,26000000.0,66.0,18.0,2.0,19.0,25.0,2.0,18.0,6.3
2001.0,5.0,1231.0,99,2.0,4.0,1,1.0,11.0,1,7230.0,3000000.0,38.0,17.0,1.0,39.0,29.0,2.0,10.0,5.8
2001.0,2.0,1180.0,109,26.0,-1.0,0,50.0,-1.0,0,78.0,1583574.2650000001,22.0,1.0,2.0,27.0,1.0,1.0,6.0,6.7
2002.0,4.0,143.0,180,10.0,-1.0,0,8.0,-1.0,0,17167.0,1575327.9599999997,28.0,22.0,1.0,27.0,17.0,2.0,24.0,3.1
2000.0,9.0,103.0,170,10.0,-1.0,0,8.0,37.0,1,17170.0,1000000.0,52.0,18.0,2.0,26.0,32.0,2.0,3.0,6.1
2000.0,2.0,1472.0,106,6.0,-1.0,0,6.0,15.0,1,1840.0,3000000.0,20.0,3.0,2.0,41.0,3.0,2.0,8.0,7.0
2001.0,12.0,1544.0,210,10.0,-1.0,0,8.0,1.0,1,133.0,7500000.0,36.0,51.0,1.0,27.0,22.0,2.0,9.0,7.4
2002.0,5.0,1101.0,158,10.0,-1.0,0,8.0,-1.0,0,7234.0,2465730.7199999997,32.0,41.0,1.0,28.0,22.0,1.0,2.0,5.0
2001.0,6.0,1544.0,171,10.0,-1.0,0,8.0,-1.0,0,359.0,2191760.6399999997,27.0,22.0,1.0,44.0,48.0,1.0,16.0,4.4
2001.0,3.0,951.0,157,1.0,-1.0,0,1.0,3.0,1,3.0,107000000.0,33.0,26.0,1.0,34.0,20.0,1.0,11.0,6.8
2001.0,10.0,1060.0,78,2.0,-1.0,0,1.0,-1.0,0,17182.0,1942919.8166,25.0,4.0,1.0,29.0,1.0,2.0,4.0,4.2
2000.0,12.0,1572.0,85,27.0,-1.0,0,64.0,-1.0,0,161.0,1740000.0,41.0,5.0,1.0,38.0,3.0,2.0,15.0,4.8
2001.0,9.0,1474.0,90,4.0,-1.0,0,3.0,-1.0,0,363.0,12060000.0,11.0,1.0,1.0,13.0,1.0,1.0,8.0,5.2
2001.0,12.0,1583.0,92,27.0,-1.0,0,64.0,-1.0,0,368.0,2400000.0,50.0,4.0,1.0,26.0,4.0,2.0,6.0,6.3
2000.0,2.0,1550.0,145,32.0,13.0,1,46.0,74.0,1,7236.0,1800000.0,34.0,3.0,1.0,69.0,1.0,1.0,9.0,8.2
2001.0,8.0,1557.0,80,27.0,-1.0,0,64.0,-1.0,0,17187.0,1080000.0,15.0,1.0,1.0,24.0,3.0,2.0,2.0,4.5
2001.0,10.0,68.0,176,10.0,-1.0,0,8.0,-1.0,0,17188.0,1780805.5199999998,36.0,51.0,1.0,21.0,32.0,2.0,7.0,6.5
2000.0,2.0,1533.0,110,2.0,4.0,1,1.0,-1.0,0,167.0,5000000.0,14.0,16.0,1.0,50.0,15.0,2.0,7.0,7.7
2001.0,4.0,1327.0,89,1.0,-1.0,0,1.0,-1.0,0,4.0,75000000.0,47.0,50.0,1.0,31.0,1.0,1.0,11.0,5.6
2001.0,7.0,248.0,87,1.0,-1.0,0,1.0,-1.0,0,4475.0,3000000.0,23.0,2.0,2.0,35.0,16.0,1.0,1.0,4.4
2011.0,2.0,24.0,91,1.0,-1.0,0,1.0,-1.0,0,17191.0,65000000.0,24.0,11.0,2.0,26.0,10.0,2.0,1.0,1.5
2001.0,1.0,41.0,147,10.0,-1.0,0,28.0,8.0,1,3104.0,2054775.5999999999,46.0,50.0,1.0,25.0,16.0,2.0,8.0,4.4
2001.0,9.0,1565.0,90,8.0,-1.0,0,1.0,-1.0,0,7059.0,2500000.0,36.0,4.0,1.0,52.0,7.0,1.0,4.0,4.1
2002.0,9.0,530.0,107,4.0,6.0,1,3.0,13.0,1,10.0,58860000.0,54.0,108.0,1.0,50.0,33.0,1.0,3.0,6.6
