imdb_title_id,director_id,movies_number
tt4313646,nm5543404,1
tt4313972,nm0712994,15
tt4313982,nm4303911,1
tt4314094,nm3645185,2
tt4314716,nm1474879,1
tt4314832,nm0151733,8
tt4315174,nm0334930,4
tt4315956,nm1252754,5
tt4316846,nm0213983,44
tt4319112,nm2341549,4
tt4319698,nm0265303,1
tt4320236,nm7024062,1
tt4320560,nm3005626,1
tt4320900,nm1589673,5
tt4321682,nm1907554,12
tt4321754,nm0171443,5
tt4321794,nm4917974,2
tt4321804,nm1769528,1
tt4323364,nm2655889,1
tt4323504,nm0348495,11
tt4323568,nm0434571,7
tt4323572,nm4488634,1
tt4323594,nm3305020,2
tt4324020,nm3262576,10
tt4325152,nm3828631,6
tt4325418,nm2854538,4
tt4325900,nm4378516,2
tt4326444,nm0000264,21
tt4326646,nm2485837,2
tt4327184,nm2493103,2
tt4327510,nm2970265,1
tt4327752,nm0619599,4
tt4327978,nm1940598,1
tt4328094,nm3066548,1
tt4328146,nm7032039,1
tt4328186,nm5172757,1
tt4328196,nm7032124,1
tt4328258,nm0523323,6
tt4328584,nm0908411,1
tt4328756,nm1908800,10
tt4328798,nm1862815,7
tt4328890,nm3315387,7
tt4328934,nm3591496,3
tt4329098,nm0132414,9
tt4329166,nm3401866,1
tt4329242,nm0011949,1
tt4329800,nm3941893,1
tt4329806,nm0081279,3
tt4330370,nm0481695,1
tt4331318,nm1292833,2
tt4331400,nm1011775,7
tt4331634,nm2943498,1
tt4331718,nm2368659,1
tt4331970,nm0029242,21
tt4332114,nm5581835,2
tt4332232,nm0026442,10
tt4332728,nm0921264,7
tt4333136,nm2674977,1
tt4333210,nm1389536,1
tt4333408,nm3033662,2
tt4333578,nm0069279,5
tt4333674,nm2862844,1
tt4333680,nm1474766,3
tt4334266,nm3235877,2
tt4334482,nm0106456,7
tt4334642,nm1906725,3
tt4335650,nm4806266,4
tt4335804,nm0310597,4
tt4335954,nm7039575,1
tt4337072,nm0457124,5
tt4337194,nm0116830,4
tt4337414,nm3008574,4
tt4337690,nm0689187,11
tt4338076,nm4584276,1
tt4338154,nm2291548,1
tt4338276,nm2365786,4
tt4338434,nm1234242,3
tt4340072,nm1117510,2
tt4340694,nm7043139,1
tt4340720,nm0140109,4
tt4341532,nm0034229,1
tt4341582,nm0619762,11
tt4341806,nm2433919,2
tt4341864,nm1498570,5
tt4342506,nm1754605,2
tt4344624,nm2634746,3
tt4344878,nm1970591,6
tt4347932,nm2149956,1
tt4348012,nm1362570,5
tt4351548,nm5399468,1
tt4351874,nm0519999,6
tt4352408,nm7049950,2
tt4353250,nm7050300,1
tt4354740,nm1319220,1
tt4354756,nm2611971,1
tt4355730,nm0394815,2
tt4355838,nm1386952,2
tt4356104,nm3217092,1
tt4356480,nm1184336,3
tt4357170,nm0950426,5
tt4357368,nm0996471,4
tt4357394,nm1730090,1
tt4357714,nm3444404,1
tt4357764,nm2269246,2
tt4358196,nm1006796,8
tt4358230,nm0844333,8
tt4358344,nm0536705,9
tt4359268,nm2215054,2
tt4360094,nm4736731,2
tt4360406,nm0950834,14
tt4360924,nm4978663,1
tt4361050,nm1093039,8
tt4361376,nm2359944,1
tt4362646,nm1193356,1
tt4362764,nm4306158,2
tt4363250,nm5670681,2
tt4363672,nm0902823,6
tt4363990,nm3301012,1
tt4364194,nm2436566,1
tt4365060,nm2735803,2
tt4365370,nm4416185,1
tt4365506,nm3532874,3
tt4365518,nm1938355,1
tt4365566,nm0706615,2
tt4367350,nm3522996,4
tt4368038,nm0386312,6
tt4368072,nm6356309,10
tt4368086,nm4923135,1
tt4368098,nm4297565,2
tt4368334,nm1665295,1
tt4369136,nm4918674,1
tt4370256,nm2548503,1
tt4370358,nm0008150,8
tt4370382,nm2424342,3
tt4370784,nm0284774,15
tt4371680,nm7065035,1
tt4372084,nm6837112,1
tt4372114,nm1434372,9
tt4372390,nm1247462,6
tt4372736,nm3591857,1
tt4372746,nm6413650,2
tt4373868,nm4853354,4
tt4373884,nm0194156,4
tt4373886,nm6085179,3
tt4373906,nm1580740,2
tt4373956,nm0882445,6
tt4373974,nm2266252,1
tt4374230,nm6425161,2
tt4374286,nm4259348,3
tt4374460,nm1257492,5
tt4374814,nm1802074,1
tt4374856,nm2079185,3
tt4374864,nm3277005,1
tt4375114,nm2269246,2
tt4375268,nm1408696,5
tt4375438,nm1883257,8
tt4377918,nm0190389,7
tt4377942,nm2995040,2
tt4377952,nm4211435,1
tt4378066,nm0181525,6
tt4378694,nm3797575,15
tt4379056,nm5873074,1
tt4379180,nm4728180,1
tt4379480,nm2400388,1
tt4379536,nm0596403,3
tt4379728,nm0864775,49
tt4379800,nm4179382,3
tt4381048,nm1754496,4
tt4381236,nm1671995,2
tt4382376,nm2683621,1
tt4382824,nm0153078,5
tt4382872,nm1921345,10
tt4383288,nm2112604,1
tt4383594,nm0001756,11
tt4384088,nm0498212,6
tt4384242,nm3902889,5
tt4384350,nm2081862,6
tt4385888,nm0590122,3
tt4385944,nm1856661,2
tt4386356,nm1175497,2
tt4386684,nm6993762,1
tt4387040,nm1329166,2
tt4387314,nm4401386,1
tt4388964,nm4560748,1
tt4389006,nm0524519,3
tt4391852,nm6393161,1
tt4392438,nm0690794,11
tt4392454,nm7082397,1
tt4392726,nm0864775,49
tt4392770,nm3046419,2
tt4393278,nm3550361,16
tt4394104,nm1078916,1
tt4396042,nm3108153,10
tt4396074,nm0368031,5
tt4396584,nm1625382,3
tt4396648,nm4350857,1
tt4396662,nm4565198,1
tt4397342,nm0387399,3
tt4399590,nm3786304,2
tt4399594,nm0438461,5
tt4399952,nm1746948,2
tt4400028,nm1033668,8
tt4400038,nm0954704,3
tt4400058,nm1318381,4
tt4400086,nm2119371,1
tt4400174,nm3960987,1
tt4400360,nm0002199,11
tt4400994,nm1474337,2
tt4401006,nm0002076,1
tt4401704,nm2428673,2
tt4404296,nm1187563,3
tt4404474,nm5673990,3
tt4405532,nm0115234,1
tt4405860,nm1288396,2
tt4408178,nm4428749,1
tt4409852,nm0159483,4
tt4410000,nm0490771,2
tt4410018,nm0927179,1
tt4410770,nm3278700,1
tt4411234,nm3678646,1
tt4411504,nm0871086,9
tt4411584,nm0855035,10
tt4411596,nm0585011,12
tt4412362,nm0407067,15
tt4412528,nm1243740,7
tt4413338,nm7094737,2
tt4413354,nm2581582,3
tt4414438,nm1732883,1
tt4415016,nm4998869,3
tt4415068,nm0626090,12
tt4415326,nm5650556,3
tt4415410,nm2780133,1
tt4415900,nm7544183,1
tt4416518,nm1409208,1
tt4416878,nm4089028,1
tt4417502,nm4844765,1
tt4417510,nm3141804,3
tt4417522,nm3491515,2
tt4418120,nm0044700,4
tt4418152,nm3240432,3
tt4418168,nm5394260,7
tt4418280,nm1104993,7
tt4418398,nm1204790,6
tt4419196,nm0879783,7
tt4419364,nm2227980,2
tt4419390,nm0332892,10
tt4419596,nm0356679,1
tt4419864,nm1319990,2
tt4420040,nm0276169,7
tt4421344,nm2152590,1
tt4421920,nm4898626,6
tt4422164,nm7101998,2
tt4423778,nm2607125,1
tt4423984,nm7103755,1
tt4424228,nm0848414,9
tt4424292,nm5246174,1
tt4424316,nm0439415,3
tt4424722,nm2011544,2
tt4425152,nm0445129,2
tt4425200,nm0821432,3
tt4425402,nm4144986,1
tt4425458,nm1547925,8
tt4426248,nm4984577,1
tt4426464,nm0005616,6
tt4426656,nm2312933,1
tt4426738,nm1170520,2
tt4427060,nm3665687,2
tt4427076,nm2769088,1
tt4427800,nm0942875,1
tt4428714,nm4265813,1
tt4428720,nm0257991,2
tt4428728,nm2182866,6
tt4428740,nm0393394,12
tt4428762,nm4135794,3
tt4428774,nm1715466,4
tt4428788,nm0316306,7
tt4428800,nm0233123,1
tt4428814,nm0110300,8
tt4429074,nm5584045,1
tt4429128,nm2572228,9
tt4429160,nm1406845,1
tt4429588,nm1504247,1
tt4430136,nm3060331,4
tt4430212,nm1723225,7
tt4430794,nm4704895,2
tt4430992,nm0453477,6
tt4431326,nm0617407,15
tt4431392,nm6662527,2
tt4431632,nm0367885,1
tt4431646,nm0772851,9
tt4432006,nm1761524,2
tt4432058,nm7110804,2
tt4432144,nm1549090,1
tt4432480,nm4093647,2
tt4432804,nm5666772,1
tt4432980,nm3800361,1
tt4433646,nm0586281,56
tt4433970,nm2469755,2
tt4434004,nm1322477,4
tt4435082,nm1156199,7
tt4435282,nm7113889,1
tt4435628,nm4690425,4
tt4437046,nm4801201,3
tt4437212,nm4336364,1
tt4437298,nm0388608,5
tt4438128,nm0914524,2
tt4438848,nm0831557,6
tt4439102,nm0185749,1
tt4439120,nm0814469,27
tt4440036,nm6785570,1
tt4440114,nm0593056,8
tt4440370,nm4353595,1
tt4440488,nm3204725,1
tt4440508,nm0051206,3
tt4441098,nm0975225,6
tt4441150,nm0001348,20
tt4441280,nm1791902,2
tt4441422,nm0556573,8
tt4442758,nm0700872,28
tt4443658,nm2577199,2
tt4443838,nm3344124,1
tt4443856,nm4992626,2
tt4443922,nm4743029,1
tt4443924,nm2590202,4
tt4443974,nm2095027,1
tt4444438,nm3098802,2
tt4444732,nm0526794,1
tt4444762,nm2999197,1
tt4444798,nm0608378,1
tt4444956,nm0750121,8
tt4445490,nm6997094,1
tt4445948,nm7120980,1
tt4446200,nm2189952,1
tt4446258,nm7121260,2
tt4446318,nm7121331,1
tt4446348,nm1773587,4
tt4446472,nm5674075,1
tt4447076,nm1272853,2
tt4447090,nm1114894,3
tt4447108,nm1726691,3
tt4447518,nm5912520,1
tt4448290,nm1275148,2
tt4448310,nm1078209,1
tt4448372,nm7122738,1
tt4450396,nm2154278,4
tt4450562,nm7124677,1
tt4450624,nm4065469,1
tt4450706,nm1738966,7
tt4451006,nm1628432,1
tt4451458,nm0423524,5
tt4452210,nm2919204,1
tt4453214,nm7127455,2
tt4453286,nm2451114,4
tt4453306,nm4114339,1
tt4453756,nm7372422,1
tt4454078,nm1018295,1
tt4454246,nm0548686,3
tt4454834,nm0059277,1
tt4454930,nm1509383,1
tt4455690,nm2891286,5
tt4456036,nm2585042,1
tt4456774,nm3732238,1
tt4456982,nm0195264,6
tt4457020,nm3104760,1
tt4457344,nm1826889,1
tt4457820,nm4295224,1
tt4458206,nm2930027,1
tt4458368,nm0643696,7
tt4459156,nm0000806,20
tt4459758,nm4583853,3
tt4459912,nm2681467,4
tt4460122,nm2985090,1
tt4460624,nm0249210,4
tt4460786,nm7134205,1
tt4460792,nm5116688,1
tt4460854,nm2654703,1
tt4461676,nm1502868,1
tt4462372,nm3480823,1
tt4463120,nm0287082,2
tt4463248,nm1367933,6
tt4463636,nm4003702,2
tt4463762,nm1469068,2
tt4463780,nm5567731,4
tt4463816,nm2389363,2
tt4463894,nm1103162,10
tt4464270,nm0835294,4
tt4464702,nm3324444,1
tt4465438,nm5090702,1
tt4465538,nm1446220,1
tt4465564,nm0001226,13
tt4465572,nm0779265,3
tt4466242,nm4905018,1
tt4466336,nm2716464,2
tt4466358,nm4014598,2
tt4466362,nm5959317,2
tt4466490,nm1090998,4
tt4466544,nm0268999,6
tt4466648,nm0849786,8
tt4466864,nm2615804,1
tt4466872,nm1864602,2
tt4466894,nm1764568,1
tt4466928,nm2001539,4
tt4466946,nm0047049,4
tt4467154,nm3564996,3
tt4467176,nm0587791,2
tt4467194,nm0183686,1
tt4467202,nm0012541,9
tt4467262,nm0012541,9
tt4467626,nm1637876,2
tt4468634,nm0716980,8
tt4468740,nm1653753,3
tt4469200,nm1235963,5
tt4469518,nm3497932,3
tt4469850,nm3848723,6
tt4470266,nm2371111,1
tt4470288,nm4738404,1
tt4471280,nm4220623,1
tt4471388,nm3550361,16
tt4471428,nm0151844,6
tt4471488,nm6036387,1
tt4471622,nm3597507,2
tt4471630,nm0955270,10
tt4471634,nm0955270,10
tt4471636,nm0453413,5
tt4472020,nm3254695,3
tt4473054,nm0864656,1
tt4473370,nm0814469,27
tt4473378,nm2968402,2
tt4473806,nm1736793,2
tt4474302,nm2681467,4
tt4475176,nm3163561,18
tt4475244,nm7148265,1
tt4475992,nm3416993,1
tt4476106,nm0467962,1
tt4476736,nm0521730,3
tt4477106,nm0478286,3
tt4477292,nm4873470,1
tt4477536,nm0001226,13
tt4480398,nm0923959,5
tt4480494,nm0664194,4
tt4480568,nm3767859,3
tt4480648,nm2621273,1
tt4481066,nm0067101,2
tt4481340,nm0277542,1
tt4481414,nm1989536,5
tt4481514,nm1157527,1
tt4481742,nm7153507,1
tt4482572,nm4179756,2
tt4482858,nm3844801,1
tt4482938,nm0644309,10
tt4483074,nm0904098,1
tt4483100,nm0408086,5
tt4483192,nm1157028,1
tt4483220,nm1558526,5
tt4484426,nm0151827,6
tt4485178,nm1327391,1
tt4485806,nm4335588,5
tt4486148,nm0802693,10
tt4486728,nm3172831,5
tt4486838,nm4432273,1
tt4486986,nm0286975,11
tt4487076,nm5813583,1
tt4487240,nm4725725,2
tt4488744,nm3344880,1
tt4489160,nm3184677,5
tt4489416,nm2171473,3
tt4489562,nm1319499,1
tt4490220,nm3806890,5
tt4490348,nm3953655,1
tt4490654,nm0360887,1
tt4490824,nm1219266,2
tt4491640,nm3568020,4
tt4493588,nm0903232,3
tt4494094,nm1831657,3
tt4494230,nm2632433,1
tt4494382,nm0650637,1
tt4494706,nm0094726,7
tt4494718,nm0001804,1
tt4497338,nm3893748,4
tt4497686,nm5063717,2
tt4497978,nm7166640,1
tt4498152,nm3272766,2
tt4498162,nm3215060,1
tt4498604,nm0003458,12
tt4498760,nm4586881,1
tt4498800,nm0560277,7
tt4498818,nm0423167,11
tt4499228,nm0441099,1
tt4499572,nm1503046,1
tt4500214,nm3968673,1
tt4500734,nm7169171,1
tt4500922,nm1226871,3
tt4501244,nm0357453,4
tt4501276,nm0013044,1
tt4501288,nm7169745,1
tt4501454,nm1032521,3
tt4501576,nm0092555,7
tt4503084,nm0243563,3
tt4503096,nm2017127,1
tt4503598,nm2836676,1
tt4503906,nm0951197,25
tt4504044,nm1130275,4
tt4504136,nm1714788,16
tt4504188,nm4896071,2
tt4504922,nm3359146,16
tt4505116,nm0996324,1
tt4505118,nm0476123,14
tt4505170,nm2577763,3
tt4505180,nm1533498,2
tt4505208,nm5627015,4
tt4505260,nm1699659,9
tt4505432,nm2347483,2
tt4505994,nm1337562,1
tt4508542,nm1695278,3
tt4508712,nm0543647,1
tt4508986,nm1283973,4
tt4509840,nm0954099,11
tt4510398,nm1914394,12
tt4510896,nm0946875,33
tt4510898,nm2623333,1
tt4511200,nm2143474,1
tt4511372,nm5844896,2
tt4511416,nm4885675,1
tt4511460,nm6576552,6
tt4511478,nm5850778,1
tt4511566,nm0057287,1
tt4512230,nm0151305,4
tt4513074,nm2147099,2
tt4513316,nm0079448,1
tt4513538,nm1672561,2
tt4513674,nm0000095,23
tt4513812,nm0536705,9
tt4514646,nm2608022,1
tt4514660,nm2113026,6
tt4515684,nm1717949,5
tt4515698,nm3829140,1
tt4515762,nm3366745,4
tt4516040,nm0033422,1
tt4516162,nm2754122,2
tt4516324,nm0898063,9
tt4516352,nm4097598,12
tt4517450,nm0643247,3
tt4517624,nm0954703,1
tt4517700,nm4574756,1
tt4518234,nm2583919,2
tt4518260,nm2500541,2
tt4518962,nm0431871,2
tt4519006,nm0481910,3
tt4519312,nm1856678,4
tt4519400,nm0994275,2
tt4519488,nm7186336,2
tt4520132,nm0870324,5
tt4520340,nm5464755,1
tt4520364,nm0779524,1
tt4520518,nm0427478,3
tt4520924,nm1563341,1
tt4520988,nm0118333,4
tt4522922,nm0085791,1
tt4523112,nm1485677,3
tt4523530,nm0538107,8
tt4523622,nm2379696,1
tt4523910,nm0305558,5
tt4523928,nm1755493,1
tt4524676,nm0044242,1
tt4524678,nm0904008,3
tt4525888,nm2623448,1
tt4526136,nm3406916,3
tt4526372,nm2833272,2
tt4526502,nm1108967,4
tt4526546,nm2618128,1
tt4527268,nm5474373,1
tt4527400,nm4347209,3
tt4527664,nm1651701,2
tt4528386,nm5624036,2
tt4528454,nm2152272,2
tt4529162,nm4714963,2
tt4529450,nm4692205,3
tt4530422,nm1170339,2
tt4530804,nm1925423,2
tt4530832,nm0040630,12
tt4530884,nm5189759,2
tt4530968,nm2022637,1
tt4531006,nm0253018,1
tt4531412,nm2518118,3
tt4532038,nm0384722,6
tt4532280,nm6021677,1
tt4532596,nm0431671,1
tt4532606,nm5690805,1
tt4532634,nm1495717,1
tt4532764,nm0205827,6
tt4532818,nm0339245,5
tt4532826,nm1163264,1
tt4532888,nm3152881,8
tt4533838,nm1210118,1
tt4534492,nm1321242,1
tt4535650,nm1460159,11
tt4536222,nm4590046,1
tt4536494,nm3594105,2
tt4537362,nm0903526,1
tt4537888,nm3745127,2
tt4537896,nm1312919,2
tt4537986,nm0000247,26
tt4538016,nm0319690,1
tt4538164,nm7203910,1
tt4538294,nm3746400,1
tt4538632,nm3496938,1
tt4538670,nm4206753,1
tt4538708,nm4717181,3
tt4538916,nm0518644,10
tt4538930,nm4933787,2
tt4539114,nm2518118,3
tt4539140,nm1345081,1
tt4539336,nm4115259,2
tt4539508,nm1098428,1
tt4540384,nm2167230,1
tt4540434,nm0403629,4
tt4540710,nm0006960,11
tt4541102,nm7207144,2
tt4541266,nm3223170,1
tt4542726,nm4513564,1
tt4543578,nm1006796,8
tt4543804,nm2869400,2
tt4544008,nm0320622,2
tt4544278,nm2239528,5
tt4544696,nm7210242,1
tt4545630,nm5725247,4
tt4545806,nm1451398,2
tt4545832,nm0727599,2
tt4546024,nm5709298,4
tt4546126,nm7211413,2
tt4547056,nm1142073,2
tt4547076,nm2427621,1
tt4547194,nm2225334,1
tt4547514,nm0154464,4
tt4547832,nm7211413,2
tt4547938,nm7214191,2
tt4548332,nm3316186,1
tt4549224,nm1058415,1
tt4550098,nm1053530,2
tt4550420,nm1054899,1
tt4551314,nm0154312,4
tt4551318,nm0464846,20
tt4551882,nm0343898,5
tt4552486,nm1210614,6
tt4552514,nm2780604,2
tt4552524,nm3575912,3
tt4552546,nm7884640,1
tt4552700,nm4357886,1
tt4553434,nm5990160,1
tt4553712,nm0030791,31
tt4554036,nm1519285,2
tt4554186,nm2182524,1
tt4554212,nm2239717,1
tt4555426,nm0942504,7
tt4555594,nm1925823,1
tt4555674,nm2148234,1
tt4556352,nm4229397,2
tt4556370,nm2157767,4
tt4556700,nm7222062,2
tt4556730,nm2565292,3
tt4556738,nm5215176,4
tt4556848,nm7222185,1
tt4557014,nm7222219,3
tt4557208,nm0007082,14
tt4557956,nm0855188,2
tt4558040,nm6000476,1
tt4558200,nm3522996,4
tt4558362,nm2414707,2
tt4558370,nm6356309,10
tt4558376,nm0269542,2
tt4558396,nm0076679,1
tt4559006,nm0424103,9
tt4559046,nm2678319,1
tt4559932,nm0901265,5
tt4560008,nm2868171,2
tt4560436,nm0000916,11
tt4560926,nm0528426,1
tt4561016,nm6906611,1
tt4561318,nm6236945,1
tt4561448,nm2375612,1
tt4562260,nm0229492,4
tt4562262,nm0527963,2
tt4562518,nm1287124,5
tt4562728,nm0777521,2
tt4563070,nm1729579,4
tt4563294,nm1448482,16
tt4563702,nm4229397,2
tt4563970,nm2774033,1
tt4565400,nm4332422,2
tt4565520,nm0000513,3
tt4565668,nm0481848,1
tt4566574,nm0712782,8
tt4566780,nm3419080,3
tt4566934,nm1125503,1
tt4567320,nm0375362,1
tt4567486,nm3976308,4
tt4567500,nm3736242,2
tt4567858,nm1293153,1
tt4567954,nm1242171,3
tt4568268,nm10700391,3
tt4568328,nm2063122,2
tt4568370,nm2171755,1
tt4568466,nm0970807,1
tt4568478,nm1585860,1
tt4568934,nm5899290,2
tt4569240,nm0687751,4
tt4569374,nm5094464,1
tt4571838,nm2782251,2
tt4572116,nm1310207,1
tt4572514,nm0000916,11
tt4572682,nm5313613,1
tt4572700,nm3749181,4
tt4572792,nm1119880,3
tt4572856,nm0514950,2
tt4572984,nm0114810,1
tt4572998,nm1987058,1
tt4573136,nm0608936,6
tt4573516,nm2300570,2
tt4574440,nm1296673,2
tt4574604,nm1923871,2
tt4574654,nm5859010,2
tt4575576,nm0286975,11
tt4575782,nm5090040,4
tt4575930,nm0487567,3
tt4576246,nm0411025,15
tt4576560,nm2391192,1
tt4576612,nm0644393,2
tt4577344,nm0619295,2
tt4577388,nm4769297,2
tt4578050,nm0237527,11
tt4578084,nm6546353,1
tt4578118,nm0787601,4
tt4578160,nm7240066,1
tt4578598,nm3303482,3
tt4578910,nm1030706,8
tt4578920,nm0586841,11
tt4579914,nm0221662,7
tt4580112,nm0167008,3
tt4580280,nm2318171,1
tt4580550,nm0710272,4
tt4580794,nm4852399,1
tt4581026,nm1804575,1
tt4581576,nm1714255,5
tt4584718,nm4919063,1
tt4584814,nm3726993,1
tt4584862,nm0796504,17
tt4585660,nm1031708,5
tt4586114,nm3194696,1
tt4586136,nm1476401,4
tt4586626,nm0001092,1
tt4587366,nm2071556,4
tt4587656,nm3302450,1
tt4587780,nm0852363,4
tt4588050,nm0100187,4
tt4588594,nm1711449,2
tt4588874,nm7248476,1
tt4589186,nm0218022,7
tt4589516,nm0949714,4
tt4589628,nm7243877,3
tt4590092,nm3803909,1
tt4590482,nm7249446,3
tt4591226,nm2113026,6
tt4591310,nm1110912,14
tt4591732,nm5662493,5
tt4591840,nm0255710,1
tt4593108,nm0558094,9
tt4593196,nm1982697,2
tt4593236,nm1671969,1
tt4594050,nm2807963,2
tt4594286,nm3283149,1
tt4594834,nm0000490,21
tt4594836,nm0621993,1
tt4594906,nm0343903,5
tt4594936,nm5960057,1
tt4595882,nm1716636,3
tt4596248,nm8014290,1
tt4596408,nm7652356,1
tt4596784,nm1505934,7
tt4596814,nm1894520,11
tt4597454,nm5824384,3
tt4597598,nm1723190,1
tt4599584,nm1665906,1
tt4600312,nm2989742,2
tt4600778,nm1910832,2
tt4600952,nm3550361,16
tt4601064,nm3087956,2
tt4601292,nm0244011,4
tt4601504,nm0122044,1
tt4602342,nm2854856,1
tt4602554,nm2980031,1
tt4602818,nm0411200,1
tt4603080,nm0890367,8
tt4603640,nm2243359,3
tt4604496,nm2432996,1
tt4605028,nm0206926,4
tt4606498,nm6840460,6
tt4606770,nm1029564,2
tt4607228,nm2798580,1
tt4607748,nm3713338,1
tt4608574,nm1953143,13
tt4609676,nm0747689,9
tt4610308,nm1335378,9
tt4610748,nm1580400,1
tt4612304,nm0722109,9
tt4613254,nm2003134,1
tt4613272,nm7267981,2
tt4614304,nm5160464,1
tt4614560,nm3293356,1
tt4614612,nm0005139,13
tt4614654,nm0505075,8
tt4614936,nm0482438,2
tt4614940,nm0528173,3
tt4615318,nm0383343,3
tt4616250,nm3736022,1
tt4616292,nm0333818,2
tt4618398,nm4738743,1
tt4619908,nm4000651,1
tt4619940,nm1417409,2
tt4620316,nm1364086,6
tt4621100,nm5659750,1
tt4621398,nm2502243,1
tt4621470,nm10865656,1
tt4621872,nm0899501,13
tt4622340,nm0918465,1
tt4622512,nm0206760,3
tt4622682,nm0616673,3
tt4623812,nm2965065,2
tt4623856,nm0294505,7
tt4623902,nm0776398,2
tt4624138,nm7276596,1
tt4624204,nm7276660,1
tt4624258,nm1979801,3
tt4624424,nm0831557,6
tt4625196,nm0415852,8
tt4625324,nm3106449,3
tt4625334,nm1585729,2
tt4625516,nm6364081,1
tt4625536,nm0099802,2
tt4625752,nm5131788,1
tt4626020,nm4362625,1
tt4626970,nm2222040,1
tt4627104,nm0808136,2
tt4627352,nm0005628,4
tt4627694,nm1378916,2
tt4628812,nm2758967,7
tt4628826,nm2832759,3
tt4628882,nm0475905,25
tt4629032,nm0205779,6
tt4629746,nm4518735,3
tt4630444,nm0001661,18
tt4630466,nm3287020,1
tt4630562,nm0336620,10
tt4631048,nm7279744,1
tt4631100,nm1760800,2
tt4631532,nm1532195,5
tt4632440,nm7283069,1
tt4633662,nm0608936,6
tt4633690,nm0006846,6
tt4633694,nm2130108,1
tt4634402,nm3240688,1
tt4634422,nm0289513,1
tt4635162,nm1239481,3
tt4635372,nm4784536,2
tt4635548,nm3885999,3
tt4635936,nm0381305,8
tt4636000,nm1137289,11
tt4636022,nm0644900,1
tt4636042,nm2653170,1
tt4636046,nm5304764,2
tt4636064,nm5890320,1
tt4636068,nm4003178,2
tt4636074,nm4100260,3
tt4636252,nm1274464,2
tt4636254,nm1437990,2
tt4636298,nm2398203,3
tt4637050,nm7286768,1
tt4637240,nm0003412,3
tt4637598,nm0804408,6
tt4637864,nm7287591,1
tt4637878,nm0837009,1
tt4638148,nm5625526,1
tt4638246,nm3260296,1
tt4641248,nm1715466,4
tt4641264,nm1729121,9
tt4642044,nm1439346,16
tt4642192,nm1455707,12
tt4642386,nm4943058,3
tt4642936,nm2203853,2
tt4643048,nm1310935,2
tt4643400,nm2806693,7
tt4643432,nm1465130,6
tt4643520,nm5695557,2
tt4643580,nm2319883,4
tt4643844,nm2640138,2
tt4644302,nm3858613,1
tt4644382,nm7291131,1
tt4644836,nm1548648,6
tt4645330,nm0413875,7
tt4645368,nm0230859,4
tt4647432,nm5719939,1
tt4647482,nm0003960,7
tt4647784,nm0027948,5
tt4647788,nm5831893,2
tt4648304,nm4939794,2
tt4648732,nm0109626,1
tt4648786,nm0501435,4
tt4648826,nm2287695,1
tt4649416,nm0847859,4
tt4649466,nm0891216,6
tt4649814,nm2148889,2
tt4650414,nm0610831,12
tt4650624,nm5070589,1
tt4650738,nm2588618,4
tt4651298,nm3252740,1
tt4651394,nm0694985,1
tt4651410,nm2809844,1
tt4651460,nm0023355,10
tt4651520,nm0524190,4
tt4651666,nm0809899,1
tt4652164,nm0631590,17
tt4652380,nm4005750,1
tt4652532,nm2775497,2
tt4652570,nm5137850,1
tt4652650,nm0506802,5
tt4653310,nm7298264,1
tt4653486,nm1038027,2
tt4653492,nm1841031,1
tt4653586,nm0330028,4
tt4653818,nm1154951,5
tt4653950,nm0630057,6
tt4654016,nm0592573,4
tt4654184,nm1986754,1
tt4654472,nm2133257,1
tt4654738,nm1298259,7
tt4654798,nm2165634,7
tt4655294,nm2433588,5
tt4655630,nm3249706,2
tt4656810,nm2284169,3
tt4657092,nm3568020,4
tt4657400,nm7301558,1
tt4657460,nm7301635,3
tt4657764,nm3210515,1
tt4657804,nm1371075,1
tt4658770,nm1425585,9
tt4658786,nm2369662,3
tt4659056,nm0630861,7
tt4659548,nm5783340,1
tt4659710,nm4783919,1
tt4660172,nm0483192,1
tt4660248,nm0040407,1
tt4660736,nm3008853,3
tt4660980,nm0373673,1
tt4661276,nm1146154,1
tt4661680,nm0572596,1
tt4661798,nm1337885,4
tt4662396,nm2751807,3
tt4662420,nm1026883,2
tt4663284,nm1847908,4
tt4663548,nm0326837,5
tt4663708,nm1209790,1
tt4663796,nm5324670,1
tt4663992,nm6671999,1
tt4664092,nm7308497,1
tt4664244,nm0172016,1
tt4665586,nm0381328,1
tt4665630,nm2206944,2
tt4665976,nm5126909,7
tt4666726,nm1290515,4
tt4667084,nm0714940,1
tt4667094,nm1639277,5
tt4667788,nm0246903,13
tt4667854,nm0084059,4
tt4668834,nm2389045,1
tt4669210,nm0099552,2
tt4669264,nm0026442,10
tt4669278,nm0560364,1
tt4669296,nm0959774,4
tt4669788,nm0001460,5
tt4669954,nm0904192,12
tt4669986,nm2158772,5
tt4670016,nm0502954,6
tt4671002,nm4581620,1
tt4671274,nm0412517,14
tt4672350,nm7315954,1
tt4673790,nm0858680,6
tt4673872,nm3359146,16
tt4674500,nm5919836,1
tt4675030,nm0409791,15
tt4675312,nm2079191,1
tt4675370,nm1101310,1
tt4675926,nm0645038,5
tt4675974,nm2371539,10
tt4675986,nm3734520,1
tt4676044,nm1108967,4
tt4676140,nm3200012,1
tt4676238,nm1288611,4
tt4676508,nm7319101,2
tt4677134,nm0952657,1
